name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
CryptoZv3r Collection,1,0.11,100.0,1.0,1,1.0,8,1.0
Radical Digital Painting,1,0.11,1.26,0.9,3,2.7,83,239.0
Picture a Change,1,0.11,2.5,2.0,1,2.0,8,40.0
Veritable by Shvembldr,1,0.11,2.0,0.19,2,0.38,68,100.0
PR-Abstraction,1,0.11,100.0,0.0,1,0.0,1,1.0
Classical Cyborgs,1,0.11,0.5,0.01,1,0.01,56,200.0
Bomengo Art,1,0.11,2.38,0.1,1,0.1,20,42.0
YOLO HODLers,2,0.22,10.0,1.0,2,2.0,5,20.0
Generative Transfer Art Project 1,4,0.43,1.0,0.01,6,0.06,262,601.0
ONY 2 by Shvembldr,3,0.32,14.29,1.2,10,12.0,48,70.0
RSS Fruits Token,1,0.11,2.13,0.0,1,0.0,47,47.0
8-bit Tits,3,0.32,4.69,0.1,12,1.2000000000000002,96,256.0
The Treasure Chests,1,0.11,1.17,0.05,3,0.15000000000000002,82,256.0
VR6: The Original Collection,2,0.22,200.0,1.75,2,3.5,61,1.0
GEOMETRIC  BODIES,1,0.11,4.17,0.11,1,0.11,2,24.0
Cryptohash,1,0.11,1.23,0.01,1,0.01,4,81.0
Through Avian Eyes (We Are Connected),1,0.11,33.33,0.15,2,0.3,2,6.0
When you buy this video the price goes up.,1,0.11,2.94,0.0,1,0.0,30,34.0
Two Bit Bears + Honey,2,0.22,200.0,0.12,2,0.24,437,1.0
3Words,6,0.65,7.95,0.09,24,2.16,170,302.0
Editions by illkoncept,2,0.22,200.0,0.09,2,0.18,65,1.0
Troverse Planets,2,0.22,0.03,0.15,3,0.44999999999999996,3861,10000.0
Bobaverse NFT,2,0.22,0.23,0.01,4,0.04,624,1743.0
Sunday:Drip Sundaes (Bonus),1,0.11,50.0,0.0,1,0.0,93,2.0
Sunday:Drip Sundaes (Genesis),1,0.11,0.9,0.25,3,0.75,176,334.0
GERBEN CIRCLE OF LOVE,1,0.11,100.0,0.0,1,0.0,10,1.0
Frank Ape - Frank Friends Series 2 - 51 to 100,1,0.11,1.96,0.65,1,0.65,29,51.0
Staked DeadHeads,3,0.32,1.85,0.0,27,0.0,470,1458.0
Area NFTs,1,0.11,0.22,0.02,10,0.2,217,4610.0
Blocky Doge: Guilds,2,0.22,0.2,0.19,2,0.38,518,1000.0
Fast Food Zunks,1,0.11,0.29,0.01,1,0.01,67,350.0
Fragments of Gotham by illkoncept,2,0.22,5.45,0.99,3,2.9699999999999998,38,55.0
Time to Rise Collector Reward by Ekaitza & FT collective,1,0.11,1.08,1.15,1,1.15,16,93.0
ComplexLand,1,0.11,0.15,0.12,1,0.12,83,689.0
Gems of Awareness by Alex Grey & Allyson Grey,2,0.22,0.38,0.11,2,0.22,91,526.0
Kygo,1,0.11,0.7,0.4,2,0.8,47,287.0
Sneks,1,0.11,0.99,0.07,1,0.07,67,101.0
Marius Sperlich,1,0.11,0.05,0.08,1,0.08,242,1910.0
GREG MIKE,3,0.32,0.18,0.38,3,1.1400000000000001,228,1683.0
Starport Genesis,1,0.11,100.0,0.0,1,0.0,1,1.0
Klarens Malluta,1,0.11,0.06,0.12,1,0.12,130,1549.0
Ekaitza NFTs,1,0.11,0.43,0.25,3,0.75,74,701.0
Flore,1,0.11,0.12,0.09,1,0.09,79,808.0
TwistedVacancy Collectibles,1,0.11,0.09,0.35,1,0.35,132,1096.0
XCOPYPUNKS,2,0.22,3.0,0.8,3,2.4000000000000004,54,100.0
MERCURY EDITION 1/1 #01-90 2D,1,0.11,1.11,0.29,1,0.29,48,90.0
Eyes of Fashion - Access Pass,1,0.11,0.15,0.03,1,0.03,617,655.0
DoodleBitsNFT,8,0.86,2.42,0.01,85,0.85,1395,3514.0
FenDAO OG,2,0.22,0.0,0.1,0,0.0,285,1.0
Kami Genesis,1,0.11,0.03,0.02,1,0.02,1617,2898.0
I'm a Kitty Cat NFT,1,0.11,2.42,5.0,4,20.0,83,165.0
EvoSnails GardenScapes,2,0.22,0.27,0.01,5,0.05,651,1841.0
Gutter Craniums,1,0.11,0.01,0.0,1,0.0,2332,10000.0
Hammie Game Official,2,0.22,0.1,0.0,6,0.0,1023,5985.0
Bear Game Gen Y,3,0.32,0.34,0.01,12,0.12,392,3581.0
Bit Monsters NFT,4,0.43,0.12,0.0,8,0.0,2008,6667.0
The Kevin Mfers,1,0.11,0.2,0.0,20,0.0,2640,10000.0
SOUR LOOPS,1,0.11,50.0,0.0,1,0.0,2,2.0
PixelClouds,3,0.32,0.33,0.01,4,0.04,688,1200.0
Metaperverse Females,1,0.11,0.61,0.01,1,0.01,204,163.0
Tiny Ghost Genesis,1,0.11,0.15,0.24,1,0.24,392,666.0
TurtleClub,1,0.11,0.5,0.0,10,0.0,264,1999.0
XCOPYDOODLES,1,0.11,1.03,0.05,1,0.05,46,97.0
DegenDads,1,0.11,0.1,0.01,2,0.02,751,2000.0
Kaiwan Shaban: Limited Editions,2,0.22,200.0,0.18,2,0.36,47,1.0
The X-Punks,3,0.32,1.5,0.0,50,0.0,524,3333.0
Ben Baller BallerChains,1,0.11,0.65,0.07,1,0.07,99,154.0
things from the sketchbook,2,0.22,100.0,0.1,4,0.4,23,4.0
Antroposen 001 - geNesis,1,0.11,0.1,0.01,1,0.01,978,1000.0
HUD POKER CARDS,1,0.11,6.25,0.0999,1,0.0999,15,16.0
bluugu GM,1,0.11,3.33,1.0,1,1.0,20,30.0
Literal Squid Game,1,0.11,0.25,0.01,4,0.04,309,1630.0
QuantumGenesis,1,0.11,0.33,0.12,1,0.12,130,300.0
Pixlverse Items,1,0.11,5.56,0.03,1,0.03,1497,18.0
Lion and Zebra,3,0.32,1.12,0.0,59,0.0,575,5285.0
Degen Elves,1,0.11,0.15,0.0,3,0.0,706,2031.0
ShiryoinuAvatar V3,1,0.11,0.04,0.01,2,0.02,1146,5494.0
Ben Baller BlockChains,3,0.32,0.1,0.01,6,0.06,901,6014.0
Shiba Shelter NFT,3,0.32,0.13,0.01,7,0.07,2056,5555.0
Keeton x Winterton Collab,1,0.11,100.0,0.13,1,0.13,24,1.0
Bootleg Blitmap,1,0.11,1.82,0.19,1,0.19,28,55.0
Block Flock,1,0.11,0.04,0.0,2,0.0,901,4460.0
CryptoFoxes Origins,3,0.32,0.91,0.24,8,1.92,347,882.0
Sergs,3,0.32,1.11,0.05,7,0.35000000000000003,308,633.0
CryptoSergs,3,0.32,1.02,0.1,5,0.5,283,491.0
Cryptoadz Abstract by 69Toadz,1,0.11,1.45,6.9,1,6.9,19,69.0
NOT A RUG,3,0.32,0.18,0.0,9,0.0,714,5000.0
PIXELVERSE NFT,1,0.11,0.08,0.01,1,0.01,449,1200.0
Starchain PFP,1,0.11,0.11,0.04,1,0.04,155,926.0
ILHN - The Gates,1,0.11,0.94,0.18,1,0.18,65,106.0
Fast Food Nouns,5,0.54,2.8,0.02,28,0.56,402,1000.0
Johnny Shiitake NFT: Introduction,2,0.22,0.2,0.0,4,0.0,1092,2000.0
Eth-arely,2,0.22,0.36,0.01,2,0.02,332,555.0
FudFarm,2,0.22,0.15,0.0,12,0.0,958,7777.0
WHAT FOOLS THESE MORTALS BE,1,0.11,0.34,0.69,1,0.69,47,298.0
Descent by Martin Houra,1,0.11,0.9,0.19,1,0.19,54,111.0
OnChainEvents - Ghosts NFT,2,0.22,0.09,0.01,3,0.03,1068,3500.0
Message //usr: //pub:,2,0.22,0.82,0.11,2,0.22,202,243.0
xfaces,1,0.11,16.67,0.88,1,0.88,6,6.0
Tiny Dino Club / Generative,1,0.11,0.11,0.01,1,0.01,212,900.0
69Toadz,1,0.11,2.9,0.1,2,0.2,42,69.0
PixelDoors,2,0.22,0.15,0.0,4,0.0,1024,2664.0
My Little Uzis,2,0.22,0.1,0.02,5,0.1,2379,5000.0
ETHEREALS WTF,3,0.32,0.04,0.02,5,0.1,3919,12345.0
Dystolabs: SpaceMice,1,0.11,0.1,0.03,1,0.03,320,999.0
Non-Fungible Forks #ForkHunger,2,0.22,0.08,0.01,2,0.02,1893,2478.0
KryptoMooks,1,0.11,0.24,0.01,1,0.01,176,420.0
Gotta Go Fast,1,0.11,0.52,0.0,1,0.0,61,193.0
Villains by Felt Zine,1,0.11,0.23,0.02,2,0.04,330,865.0
A Naked Adolescent Llama (ANAL),1,0.11,0.03,0.01,3,0.03,53,8890.0
DegenDrops,2,0.22,2.34,0.0,26,0.0,236,1111.0
Plodding Pirates : Plunder,3,0.32,0.07,0.0,3,0.0,2501,4000.0
DGA Glitch Editions,1,0.11,1.06,0.13,1,0.13,51,94.0
OG JUNK,1,0.11,1.59,0.35,1,0.35,53,63.0
Convicted Squirrels,1,0.11,0.08,0.0,1,0.0,337,1202.0
Fren Vault,1,0.11,1.01,0.07,1,0.07,8,99.0
Bad Kids Alley Official,1,0.11,0.02,0.0,2,0.0,3367,8888.0
GM PUNKS,1,0.11,0.33,0.14,1,0.14,182,303.0
PPPandas,1,0.11,0.03,0.02,1,0.02,1264,3999.0
Eterea,1,0.11,100.0,1.69,1,1.69,19,1.0
FACA (Fine-Ass CryptoApes),1,0.11,0.06,0.01,1,0.01,647,1800.0
NGMI - Series 1,2,0.22,200.0,0.15,4,0.6,103,2.0
Abstract Bless,1,0.11,0.5,0.04,1,0.04,95,201.0
sarkodit`s stories,1,0.11,14.29,0.07,1,0.07,45,7.0
THE MASQUERADEs,1,0.11,3.12,0.025,1,0.025,7,32.0
Apollon Project,1,0.11,0.14,0.05,1,0.05,347,727.0
PETS - The Evolution,1,0.11,0.04,0.0,1,0.0,413,2625.0
AI Pixel Buddies,1,0.11,0.1,0.03,1,0.03,393,1000.0
ScarySkulls,1,0.11,0.29,0.0,1,0.0,159,339.0
Mecha World,1,0.11,18.18,0.07,2,0.14,31,11.0
WTF Official,2,0.22,0.3,0.0,6,0.0,551,2000.0
Analog Man,1,0.11,10.0,0.01,1,0.01,49,10.0
Voodoo Salad collaborations,1,0.11,100.0,0.04,1,0.04,24,1.0
CRAZY FACES by Angel Rivas,1,0.11,0.31,0.02,1,0.02,200,327.0
Vizions,1,0.11,0.5,0.05,1,0.05,122,200.0
idotdotdots,2,0.22,0.09,0.01,2,0.02,555,2187.0
Robot Gang,1,0.11,6.67,0.03,1,0.03,11,15.0
PROV by Felt Zine,2,0.22,0.8,0.02,4,0.08,163,500.0
Root Monster,1,0.11,5.56,0.0,2,0.0,6,36.0
Hexo Codes,2,0.22,0.18,0.01,6,0.06,872,3333.0
Lore (for Adventurers),3,0.32,0.15,0.0,3,0.0,520,1987.0
PaintWarps Infinitive Collection,1,0.11,0.3,0.0,1,0.0,32,333.0
SPECTR3,1,0.11,4.76,0.03,1,0.03,13,21.0
CircleDukdik,1,0.11,0.95,0.02,1,0.02,70,105.0
909 Original Tracks,2,0.22,71.43,0.02,5,0.1,48,7.0
Manifest by Kyle Vollaers,2,0.22,4.0,0.2,2,0.4,37,50.0
FTP (For The People),2,0.22,3.33,0.08,2,0.16,47,60.0
Arcade Gang,1,0.11,40.0,0.0,2,0.0,3,5.0
Iconic collections,1,0.11,12.5,0.0,1,0.0,7,8.0
The World of Mariana Martins,1,0.11,5.56,0.05,1,0.05,40,18.0
BADMAN'$,1,0.11,4.26,0.48,2,0.96,20,47.0
Unlock Your Character VOL. 1,1,0.11,2.74,0.09,2,0.18,56,73.0
SICK GIRLS,1,0.11,7.14,0.1,1,0.1,89,14.0
Beastie,1,0.11,66.67,0.25,2,0.5,15,3.0
FuckPranksyRocks,1,0.11,1.0,0.49,1,0.49,65,100.0
Rebellion project,1,0.11,2.13,0.008,1,0.008,28,47.0
HashGuise Gen One,1,0.11,0.01,0.0,1,0.0,2547,10000.0
Mount.Gen,1,0.11,1.33,0.02,2,0.04,65,150.0
Sheepishly Ghosts,1,0.11,20.0,0.0,1,0.0,2,5.0
Autochroma,1,0.11,1.0,0.09,1,0.09,51,100.0
26 HISTORICAL MOMENTS,2,0.22,7.69,0.04,2,0.08,119,26.0
official etherphaper,1,0.11,1.0,0.02,1,0.02,57,100.0
DRAWMAMA / Visual Diary,1,0.11,5.88,0.08,1,0.08,95,17.0
Ethereal Waves,1,0.11,0.25,0.06,1,0.06,236,402.0
Lusus Naturae by Resatio,1,0.11,7.14,0.1,1,0.1,56,14.0
Heads in a Row,1,0.11,20.0,0.08,1,0.08,57,5.0
Kaleidoscope Shapes,1,0.11,7.14,0.0,1,0.0,12,14.0
Against The Wall,1,0.11,9.09,0.04,1,0.04,68,11.0
EVERYDAY KANYE,1,0.11,8.0,0.1,2,0.2,19,25.0
EtherEther,1,0.11,0.96,0.02,1,0.02,48,104.0
EtherSperm,1,0.11,1.98,0.2,2,0.4,74,101.0
Bad Luck Club,1,0.11,25.0,0.08,1,0.08,74,4.0
cornDOGES,1,0.11,2.9,0.35,2,0.7,40,69.0
Rolanda&tattoo,1,0.11,3.85,0.04,1,0.04,15,26.0
Boring III,1,0.11,2.0,0.08,1,0.08,22,50.0
mnknd88 Collection,1,0.11,4.17,0.01,2,0.02,12,48.0
BurnyBoy,1,0.11,0.16,0.0,2,0.0,628,1239.0
Tactic Legends,1,0.11,1.12,0.0,1,0.0,6,89.0
SINTAX ERROR V4,1,0.11,12.5,3.0,1,3.0,6,8.0
Ontological moments,1,0.11,27.27,0.06,3,0.18,98,11.0
The Paper Crane,2,0.22,28.57,0.4,2,0.8,57,7.0
BROKEN HEAD (TANPOPOE),1,0.11,9.09,5.8,1,5.8,11,11.0
Joe Tamponi: Overkill,1,0.11,40.0,0.18,2,0.36,22,5.0
ZERO Origins,1,0.11,7.69,0.5,1,0.5,24,13.0
The Nate Milton Collection,1,0.11,5.0,0.25,1,0.25,61,20.0
bastard gan penguins,1,0.11,0.18,0.01,1,0.01,217,559.0
Surrounded Solitude,1,0.11,5.0,0.35,1,0.35,17,20.0
Very Low Effort Pudgy Penguins,1,0.11,1.19,0.0009,1,0.0009,23,84.0
Flowskull Fantazy,1,0.11,2.22,0.09,1,0.09,27,45.0
Flightless Fucks,1,0.11,0.09,0.0,1,0.0,198,1116.0
Undercover Bubs,2,0.22,40.0,0.28,4,1.12,56,10.0
Fast Food Squiggles,1,0.11,0.24,0.03,1,0.03,241,420.0
Pixel Lions,1,0.11,0.25,0.05,1,0.05,219,400.0
Budget Pengus,1,0.11,0.3,0.04,1,0.04,164,333.0
Neon Pudgy Penguins,1,0.11,0.02,0.01,1,0.01,377,4445.0
CORNDOGS,1,0.11,1.0,0.01,1,0.01,6,100.0
PixelDoges,1,0.11,0.04,0.01,2,0.02,2984,5567.0
Whereisone - The Serenity behind 50 photographs,2,0.22,6.0,0.15,3,0.44999999999999996,26,50.0
Fast Food McApes,2,0.22,0.8,0.09,2,0.18,146,249.0
Fast Food Penguins,1,0.11,0.07,0.01,1,0.01,762,1503.0
Zomboiz,1,0.11,5.0,0.0,1,0.0,8,20.0
Starchain Official,2,0.22,0.03,0.0,3,0.0,967,10003.0
Devour V0,1,0.11,100.0,0.095,1,0.095,4,1.0
Pixel Kaiju,2,0.22,0.39,0.02,3,0.06,299,778.0
CryptoDoodlez,1,0.11,1.25,0.11,1,0.11,58,80.0
SWAMS,1,0.11,5.0,0.05,1,0.05,43,20.0
nature cultural devil girls,1,0.11,3.12,0.0888,1,0.0888,13,32.0
Fast Food Pixel Cool Cats,1,0.11,0.53,0.03,1,0.03,88,190.0
ilyakazakov,1,0.11,1.67,0.07,1,0.07,386,60.0
Cool Dogs,1,0.11,0.78,0.03,2,0.06,142,256.0
Naremaru,1,0.11,20.0,0.08,2,0.16,59,10.0
False Idols,1,0.11,100.0,0.05,1,0.05,8,1.0
ClippyPunks,1,0.11,2.0,0.05,1,0.05,26,50.0
Ellepleure,1,0.11,2.82,0.05,2,0.1,145,71.0
MinersVIP Minerals,1,0.11,0.06,0.0,1,0.0,464,1545.0
[ cursedworld ],1,0.11,4.35,0.055,2,0.11,16,46.0
Fast Food Meebits,1,0.11,0.1,0.01,1,0.01,407,1016.0
Fast Food Flipped Phunks,1,0.11,0.27,0.03,2,0.06,117,733.0
you're a wizard...we all are,1,0.11,11.11,0.5,1,0.5,19,9.0
Wabisukis,2,0.22,0.4,0.03,2,0.06,254,500.0
Bored Punks Club,1,0.11,0.2,0.0,2,0.0,332,1000.0
SEWER STORY,1,0.11,1.27,0.05,1,0.05,43,79.0
Raptographer & Friends Collection 001,1,0.11,20.0,0.1,2,0.2,39,10.0
Guardian Collection,1,0.11,16.67,0.1,1,0.1,34,6.0
Pixel Sorting Nouns,1,0.11,0.63,0.09,1,0.09,79,158.0
Variant 01,1,0.11,33.33,0.0,1,0.0,3,3.0
XCOPYCATS_,1,0.11,1.01,0.18,1,0.18,55,99.0
EYE OF THE WATCHER,1,0.11,11.11,0.0,1,0.0,2,9.0
INVKR,1,0.11,25.0,0.07,1,0.07,18,4.0
XCOPYAPES,1,0.11,1.02,0.18,1,0.18,47,98.0
COMMON PEOPLE,1,0.11,1.98,0.015,2,0.03,29,101.0
Smoking Badass Punks,1,0.11,5.56,0.0,1,0.0,6,18.0
Kate the Cursed 13 Editions,1,0.11,9.09,0.45,1,0.45,92,11.0
Punxels,1,0.11,1.0,0.0,1,0.0,59,100.0
unstable!,2,0.22,100.0,0.08,3,0.24,72,3.0
Party Skulls,2,0.22,0.2,0.01,2,0.02,928,1001.0
Non Fungible Gradients,1,0.11,22.22,0.0,2,0.0,5,9.0
Just a Hellboy,1,0.11,2.33,0.01,1,0.01,18,43.0
Becks Collection,1,0.11,33.33,0.22,1,0.22,35,3.0
E-XTRACT,1,0.11,100.0,0.1,1,0.1,10,1.0
Robotzus,1,0.11,0.7,0.04,1,0.04,82,142.0
KISS-VERSE,1,0.11,10.0,0.12,2,0.24,178,20.0
Color and Complexity,1,0.11,2.0,2.0,1,2.0,21,50.0
Crypto Hipsters,1,0.11,0.1,0.01,1,0.01,378,1000.0
Hell Assassin,1,0.11,2.44,33.0,1,33.0,26,41.0
Apocalypse Guys,1,0.11,0.83,0.01,1,0.01,37,120.0
The Physical,1,0.11,7.69,0.0,1,0.0,4,13.0
Hobo Beard Beer - Easter Egg #2,1,0.11,1.56,0.2,1,0.2,63,64.0
Liverboy Originals,1,0.11,5.26,0.02,1,0.02,182,19.0
LOSTLAND,1,0.11,9.68,0.02,3,0.06,18,31.0
The Winterton Collection,1,0.11,10.26,0.19,4,0.76,254,39.0
SIDE SHOW,1,0.11,3.17,0.28,4,1.12,87,126.0
Chaotic Remix,1,0.11,3.23,0.03,1,0.03,96,31.0
Naxeesi World,1,0.11,50.0,0.1,1,0.1,24,2.0
Shadow ladies,1,0.11,9.09,0.08,1,0.08,28,11.0
HEADS WILL ROLL,1,0.11,0.97,0.22,1,0.22,41,103.0
JUMBA LOVE COSPLAYs,1,0.11,0.9,0.08,1,0.08,47,111.0
Sadgirls Galaxy,1,0.11,0.77,0.06,2,0.12,229,259.0
MASTERPIECE OF XKM.027,1,0.11,100.0,0.0,1,0.0,1,1.0
AVATAR POP,1,0.11,1.48,0.01,2,0.02,47,135.0
Hobo Beard Club - Easter Egg #1,1,0.11,1.79,10.0,1,10.0,55,56.0
Bamcat's Moving Paintings,2,0.22,18.18,0.1,2,0.2,58,11.0
PARA KINGDOM SHOP,1,0.11,3.33,0.04,2,0.08,32,60.0
Dead Vault,1,0.11,1.85,0.01,1,0.01,181,54.0
Andre Oshea Vault,1,0.11,6.67,0.14,1,0.14,125,15.0
SANT-ZOMB,1,0.11,1.54,0.02,3,0.06,67,195.0
JustHuman?,1,0.11,1.05,0.02,1,0.02,47,95.0
aryamularama,1,0.11,14.29,0.14,3,0.42000000000000004,200,21.0
Ape Gang Heroes,1,0.11,4.0,0.03,1,0.03,9,25.0
girl with anything,1,0.11,14.29,0.13,1,0.13,5,7.0
PunkHunter,1,0.11,7.14,0.1,10,1.0,91,140.0
SLEEPY GIRLS,1,0.11,6.82,0.04,3,0.12,31,44.0
HUD SCULPTURE PLASTER,1,0.11,25.0,0.0,1,0.0,4,4.0
[LMUB] little monster under bed,1,0.11,3.64,0.05,2,0.1,34,55.0
FUTURE PORTRAIT,1,0.11,5.56,0.01,2,0.02,31,36.0
Popart Phunks,1,0.11,0.18,0.041,1,0.041,11,550.0
Skelevision,1,0.11,0.35,0.02,1,0.02,72,285.0
Bone Devil,1,0.11,6.67,0.02,2,0.04,12,30.0
NOTHING BVT...,1,0.11,2.5,0.05,1,0.05,23,40.0
Cuddles Collection,1,0.11,0.65,0.08,1,0.08,140,154.0
X-ERROR,1,0.11,1.41,0.01,1,0.01,41,71.0
99myth,1,0.11,2.04,0.001,1,0.001,22,49.0
Brian Romero,1,0.11,7.41,0.1,2,0.2,183,27.0
LAZY LAZER,1,0.11,0.99,0.15,1,0.15,69,101.0
Loans0x: F.Y.Eye,1,0.11,1.45,0.05,1,0.05,40,69.0
Lurks Flower Faces,1,0.11,3.45,0.09,2,0.18,55,58.0
Doodle Queen,1,0.11,2.38,0.18,1,0.18,23,42.0
Instant Face,1,0.11,5.0,0.01,1,0.01,13,20.0
KMNDZ,2,0.22,15.38,0.05,4,0.2,217,26.0
TA-RU,1,0.11,25.0,0.09,1,0.09,3,4.0
horse head  - Badcomic,1,0.11,6.38,0.006,3,0.018000000000000002,30,47.0
boraqa Paintings,1,0.11,12.5,0.038,1,0.038,51,8.0
Art Ocean DAO,1,0.11,0.09,0.01,2,0.02,129,2183.0
Robbie Trevino - the return,1,0.11,0.47,0.2,1,0.2,33,212.0
Hobo Beard Club,1,0.11,0.54,0.02,2,0.04,190,367.0
Illustrations by JNAD_art,1,0.11,3.03,0.03,1,0.03,8,33.0
New World Tribe,1,0.11,5.0,0.02,1,0.02,8,20.0
WTF Punks,1,0.11,0.99,0.01,8,0.08,74,805.0
Glitch in the PunksMatrix,1,0.11,0.01,0.01,1,0.01,363,6831.0
SRIARIYA,1,0.11,25.0,0.0,1,0.0,4,4.0
Liverboy,2,0.22,15.5,0.25,31,7.75,77,200.0
CryptoFrontPunks,3,0.32,0.6,0.02,6,0.12,181,1000.0
FrungFring,1,0.11,2.02,0.0015,2,0.003,41,99.0
We The Aliens,1,0.11,7.14,0.07,2,0.14,14,28.0
X-WARRIOR,1,0.11,20.0,1.0,1,1.0,4,5.0
Tickets and Chests,1,0.11,17.86,0.01,5,0.05,32,28.0
Robo Tribe,1,0.11,1.61,0.02,1,0.02,34,62.0
Flooded Crypto Zoo,1,0.11,5.0,0.0,1,0.0,8,20.0
6B TALES FROM THE SIX,1,0.11,14.29,0.27,1,0.27,5,7.0
Alieniverse,1,0.11,2.08,0.0,1,0.0,20,48.0
LUSTY GIRL,1,0.11,1.67,0.2,1,0.2,23,60.0
Ordinary Trading Center,3,0.32,6.78,0.42,4,1.68,49,59.0
PARA KINGDOM,1,0.11,0.31,0.1,1,0.1,164,324.0
Mr.Hellball,1,0.11,1.05,0.0,1,0.0,16,95.0
Ordinary Gang!,1,0.11,1.0,0.7,1,0.7,67,100.0
Portrait of NPC,1,0.11,3.3,0.1,3,0.30000000000000004,60,91.0
Far Out Punks,1,0.11,0.14,0.0,1,0.0,257,727.0
Mayhem Island Bananas,3,0.32,4.0,0.13,4,0.52,71,100.0
she's strange,1,0.11,0.57,0.05,1,0.05,89,175.0
Cryptureverse,1,0.11,1.98,0.04,2,0.08,42,101.0
TheUndeadSpecials,1,0.11,0.8,0.03,1,0.03,79,125.0
The Skvll Artifacts,1,0.11,20.0,0.09,1,0.09,32,5.0
Numinous Universe,2,0.22,133.33,0.06,4,0.24,321,3.0
the hunter man story,1,0.11,3.33,2.0,1,2.0,16,30.0
PhilipInternProject,1,0.11,0.1,0.13,1,0.13,231,1004.0
Some thing thing,1,0.11,25.0,0.0,1,0.0,4,4.0
Cake'd Grungy Shit Cats,1,0.11,16.67,0.2,1,0.2,120,6.0
Social PEOPLE,1,0.11,10.0,10.0,1,10.0,10,10.0
World_egg Story,1,0.11,5.56,0.0,1,0.0,8,18.0
SPACECONER,1,0.11,4.44,0.1,4,0.4,46,90.0
DegenerateZoo,1,0.11,1.35,0.69,1,0.69,28,74.0
Chris Piascik,2,0.22,23.08,0.1,6,0.6000000000000001,132,26.0
Art by Matthew Crumpton,1,0.11,10.0,0.1,1,0.1,68,10.0
Brain Fetuses,1,0.11,2.17,0.0,1,0.0,13,46.0
Xngels,1,0.11,1.83,0.1,3,0.30000000000000004,69,164.0
PIGsDESTRXYER,1,0.11,1.3,0.04,1,0.04,113,77.0
OH My Cat Tactic,1,0.11,3.23,0.01,1,0.01,17,31.0
Hxrrors,1,0.11,6.67,0.1,2,0.2,17,30.0
Straight Punks,1,0.11,1.0,0.05,1,0.05,47,100.0
Tom Fry Studio,2,0.22,2.83,0.1,3,0.30000000000000004,321,106.0
Street Fighter Apes,1,0.11,6.67,0.3,1,0.3,12,15.0
Voodoo Salad's Editions,1,0.11,50.0,0.05,9,0.45,273,18.0
TheUndeadPunks,1,0.11,0.1,0.01,1,0.01,482,999.0
Feral Symmetry,1,0.11,14.29,0.0,1,0.0,6,7.0
Thief Punks,1,0.11,0.1,0.0,1,0.0,330,999.0
Mecha Robot,1,0.11,11.11,0.0,1,0.0,7,9.0
Goldies V1,1,0.11,2.0,1.0,1,1.0,32,50.0
Novagraphix,1,0.11,50.0,0.08,1,0.08,21,2.0
TOK STORY,1,0.11,4.17,0.0,1,0.0,9,24.0
MorePunks,1,0.11,0.4,0.01,4,0.04,387,1012.0
Eye Above Sky,1,0.11,2.94,0.01,1,0.01,121,34.0
PVNKS,1,0.11,0.99,0.02,1,0.02,67,101.0
Fantastic Ordinary Day V2,1,0.11,3.33,0.05,1,0.05,29,30.0
80s Sonyeo,1,0.11,8.7,0.02,2,0.04,65,23.0
RE-BIRTH V3,1,0.11,50.0,0.0,1,0.0,10,2.0
LongNeck Punks,1,0.11,1.0,0.25,1,0.25,52,100.0
Nifty Pops,1,0.11,2.33,0.05,1,0.05,30,43.0
AlphaObscura,1,0.11,1.6,0.1,2,0.2,50,125.0
EtherBears,2,0.22,0.04,0.02,2,0.04,1492,4997.0
Art By Nafay,1,0.11,16.67,0.09,1,0.09,75,6.0
PicoPals,1,0.11,0.59,0.02,3,0.06,266,506.0
The Witchgooch Collection,1,0.11,14.29,0.0,2,0.0,5,14.0
Future Perfect Continuous,1,0.11,50.0,0.06,1,0.06,49,2.0
Lucky Cats,1,0.11,0.1,0.04,1,0.04,310,999.0
Killer Acid,1,0.11,0.48,1.9,1,1.9,101,210.0
IANNOCENT,1,0.11,33.33,0.08,4,0.32,63,12.0
KEBAP TRIP,2,0.22,50.0,0.06,3,0.18,71,6.0
Apixel,1,0.11,2.86,0.1,1,0.1,20,35.0
oscillations by desultor,1,0.11,2.0,0.15,1,0.15,34,50.0
Rosko & Friends,1,0.11,0.88,0.07,3,0.21000000000000002,257,340.0
BEARBRAINS Editions,1,0.11,7.69,0.04,1,0.04,129,13.0
CRYPTOCHRIST,1,0.11,33.33,0.15,1,0.15,76,3.0
Matt French Art,1,0.11,2.17,0.05,1,0.05,108,46.0
Killer Napkins,1,0.11,14.29,0.06,2,0.12,69,14.0
"The Fall of The Giant , Fine Art Print Collection by Gianni Lee",2,0.22,50.0,0.5,2,1.0,31,4.0
St. Jame Digital Collection,1,0.11,5.0,0.08,3,0.24,108,60.0
Justin Maller,1,0.11,0.07,0.15,1,0.15,146,1538.0
lurk loves you,2,0.22,9.38,0.06,6,0.36,404,64.0
FIEDLERS MIN,4,0.43,19.23,0.06,5,0.3,226,26.0
BOHNART,1,0.11,6.67,0.05,3,0.15000000000000002,106,45.0
Undervalued Reality,1,0.11,11.11,0.1,1,0.1,16,9.0
Doodle Cats,1,0.11,2.63,0.06,1,0.06,214,38.0
