name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
StrangeAttractors,7,0.75,3.8,0.17,20,3.4000000000000004,287,527.0
Artifacts by Cryptoforma,1,0.11,3.12,0.14,3,0.42000000000000004,16,96.0
Art by Suski,1,0.11,1.96,0.01,1,0.01,6,51.0
Fortune Friends Club Official NFT,1,0.11,0.01,0.03,1,0.03,5202,8888.0
Doge Army by ShibaDoge,1,0.11,0.01,0.18,1,0.18,1251,10000.0
Infinite Grid,2,0.21,0.28,0.12,2,0.24,420,716.0
The League Of Sacred Devils,2,0.21,0.1,0.0,10,0.0,3714,10000.0
The CryptoSaints,1,0.11,0.19,0.01,4,0.04,744,2130.0
Dave Pollot,2,0.21,0.22,1.0,2,2.0,66,907.0
DeepBlack,11,1.18,1.3,0.2,40,8.0,682,3074.0
The Super Fat Ape NFT,4,0.43,2.08,0.0,4,0.0,192,192.0
Pair ChinaChic,3,0.32,8.82,12.0,3,36.0,235,34.0
GutterCatGang Filter,8,0.86,0.8,0.0,8,0.0,1002,1001.0
Aether Angel NFT,6,0.64,0.6,0.0,6,0.0,1001,1001.0
Crypto Bull U,14,1.5,0.0,0.0,0,0.0,1000,1000.0
Girlies NFT,17,1.82,0.35,0.04,35,1.4000000000000001,4248,10000.0
Bored Breakfast Club,3,0.32,0.22,0.06,11,0.6599999999999999,2641,5000.0
8SIAN Main Collection,8,0.86,0.16,0.05,14,0.7000000000000001,4450,8888.0
The Superlative Secret Society,15,1.61,0.21,0.04,23,0.92,6029,11110.0
Chiptos X,3,0.32,0.46,0.03,16,0.48,1074,3496.0
Bored Brothers,2,0.21,0.67,0.16,2,0.32,246,300.0
Cameo Pass,18,1.93,1266.67,0.14,38,5.32,2805,3.0
Chain Runners,33,3.53,3.63,0.55,363,199.65,3378,10000.0
Oni Ronin: Ascension,5,0.54,0.17,0.01,7,0.07,1978,4228.0
The Drops - Multiple Editions,1,0.11,1.54,0.02,1,0.02,610,65.0
Magic in the everyday,1,0.11,9.09,0.3,1,0.3,9,11.0
Wrapped Strikers,7,0.75,2.27,0.09,80,7.199999999999999,881,3531.0
Celestial Tokens,1,0.11,11.76,0.03,4,0.12,117,34.0
e9Art,2,0.21,0.18,0.05,2,0.1,427,1141.0
Dada Collectible,1,0.11,0.04,0.15,1,0.15,446,2258.0
CartBAYC,1,0.11,1.01,0.98,1,0.98,88,99.0
Companion-in-a-Box,9,0.96,0.57,0.03,21,0.63,1247,3676.0
INCEPTIONPASS,4,0.43,1.39,0.0,47,0.0,1391,3375.0
The House Game,3,0.32,0.76,0.01,27,0.27,759,3550.0
Nomad Blvd | First Edition,3,0.32,0.16,0.03,5,0.15,1089,3138.0
HUXLEY Robots,6,0.64,1.1,4.3,11,47.3,553,1000.0
Sacred Skulls (Official),11,1.18,0.34,0.05,30,1.5,3827,8888.0
Blockverse MC,5,0.54,0.25,0.0,25,0.0,4574,9999.0
HUSTLERS OF WALL ST,1,0.11,0.02,0.02,1,0.02,2110,4444.0
eq keys,3,0.32,3.03,0.14,8,1.12,174,264.0
rekt | fees.wtf,17,1.82,0.2,0.01,17,0.17,8506,8607.0
Humble Cubicles,1,0.11,1.0,0.08,1,0.08,25,100.0
Blockbob Rorschach by eBoy,7,0.75,0.98,0.1,10,1.0,529,1024.0
Gazettes by Redlioneye Gazette,9,0.96,1.66,0.05,17,0.8500000000000001,431,1024.0
Cells by Hevey,7,0.75,0.88,0.05,9,0.45,620,1024.0
Ensō by Matto,10,1.07,1.8,0.1,18,1.8,677,1000.0
Loom by Anna Lucia,3,0.32,3.0,0.3,6,1.7999999999999998,148,200.0
Stroming by Bart Simons,6,0.64,3.52,0.38,9,3.42,154,256.0
geVIENNAratives by CryptoWiener,5,0.54,0.8,0.05,9,0.45,560,1119.0
Attraction by Jos Vromans,7,0.75,2.48,0.15,11,1.65,263,444.0
Paths by Darien Brito,10,1.07,5.54,0.18,29,5.22,306,523.0
Freehand by WAWAA,4,0.43,2.25,0.25,5,1.25,142,222.0
Saturazione by Stefano Contiero,2,0.21,1.8,0.96,2,1.92,90,111.0
Marfa Marks,3,0.32,4.17,5.0,3,15.0,69,72.0
444(4) by Shvembldr,2,0.21,0.45,0.25,2,0.5,271,444.0
HUXLEY Comics,17,1.82,0.69,0.14,130,18.200000000000003,3232,18760.0
Ouroboros by Shane Rich | raregonzo,9,0.96,1.27,0.04,13,0.52,761,1024.0
Moments by r4v3n,9,0.96,1.95,0.05,20,1.0,586,1024.0
Enso Water Paintings,1,0.11,1.0,0.15,1,0.15,91,100.0
CryptoSkeletonPunks,2,0.21,0.14,0.01,14,0.14,101,10001.0
A.N.I.M.O,14,1.5,0.99,0.08,99,7.92,3497,10000.0
Real Legend,17,1.82,1.7,0.0,17,0.0,1002,1001.0
Formulae by Shvembldr,4,0.43,2.78,0.25,5,1.25,133,180.0
Generative Transfer Art Project 1,3,0.32,0.83,0.01,5,0.05,264,605.0
Lonely astronauts,1,0.11,0.8,0.3,2,0.6,108,250.0
WomenUnite Pot,4,0.43,0.5,0.0,4,0.0,802,802.0
Fuck The Metaverse By Ed Balloon,4,0.43,400.0,0.02,4,0.08,685,1.0
The Run Ed Collection By Ed Balloon,4,0.43,0.4,0.08,4,0.32,676,1000.0
CyberKongz (Babies),7,0.75,0.22,3.17,9,28.53,2184,4000.0
SNIF Marketplace Pass,13,1.39,0.95,0.04,19,0.76,1284,2000.0
Elixir of The Ancient,3,0.32,300.0,0.03,3,0.09,1557,1.0
Gutter Punks - Yakuza Cats,4,0.43,0.14,0.04,4,0.16,2837,2837.0
MoonbirdPunks,6,0.64,0.24,0.0,6,0.0,1073,2469.0
DEGEN TOONZ MINTER REWARDS,3,0.32,0.09,0.18,3,0.54,2780,3335.0
ArtApe(eth),1,0.11,0.12,0.0,5,0.0,607,4250.0
"""MOAR"" by Joan Cornella",9,0.96,0.29,0.8,16,12.8,3336,5555.0
Sneaky's Internet Friends Genesis,13,1.39,1.2,0.46,24,11.040000000000001,1267,2000.0
On Chain Kongz (Untradable),11,1.18,1500.0,0.0,15,0.0,0,0.0
nounocle,1,0.11,1.0,0.01,3,0.03,116,300.0
Fresh Fools,2,0.21,0.07,0.02,4,0.08,2005,5756.0
10KTF: GUCCI GRAIL MINT PASS,6,0.64,600.0,0.21,6,1.26,171,1.0
psfsdaf,1,0.11,2.64,0.0,20,0.0,34,757.0
Doodle Kevins,1,0.11,0.16,0.0,1,0.0,152,622.0
0xKevinPunk,1,0.11,1.6,0.0,80,0.0,470,5000.0
Just Kevin,1,0.11,0.08,0.0,1,0.0,228,1202.0
KevinLand,1,0.11,0.96,0.0,5,0.0,203,522.0
Poohs NFT,2,0.21,0.18,0.02,6,0.12,836,3333.0
3Mfers XYZ,1,0.11,0.51,0.0,40,0.0,192,7848.0
Invisible Degen Foes,1,0.11,0.08,0.0,5,0.0,1489,6666.0
Derage,4,0.43,0.71,0.06,30,1.7999999999999998,1438,4201.0
Habibi Mfers,2,0.21,10.13,0.0,706,0.0,435,6969.0
Bones Mfers Official,1,0.11,0.3,0.0,20,0.0,554,6700.0
STONEYs by Satoshi's Mom,3,0.32,2.57,0.02,57,1.1400000000000001,801,2222.0
ApeLanders NFT,1,0.11,4.95,0.0,110,0.0,457,2222.0
Neo Tokyo Outer Lands,3,0.32,0.07,0.19,3,0.5700000000000001,567,4233.0
8Sian Women,1,0.11,0.15,0.0,5,0.0,731,3333.0
gfers_nft,1,0.11,3.87,0.0,40,0.0,109,1033.0
0xTubbyCats,1,0.11,0.92,0.0,10,0.0,110,1086.0
0xWOW,1,0.11,0.05,0.0,5,0.0,2160,10000.0
TUBBYMFERSOG,1,0.11,0.35,0.0,20,0.0,610,5650.0
Forgotten Babies Wizard Orphanage,5,0.54,2.16,0.02,216,4.32,1479,10000.0
PepeMfers,1,0.11,7.2,0.0,80,0.0,47,1111.0
hypemfers,1,0.11,2.01,0.0,140,0.0,1288,6969.0
Pepe Universe Genesis,2,0.21,0.8,0.01,4,0.04,251,500.0
CK Mfers,2,0.21,1.27,0.0,19,0.0,449,1500.0
Zuki mfer,3,0.32,0.9,0.0,63,0.0,2344,6969.0
CuteZuki,1,0.11,0.14,0.0,6,0.0,965,4443.0
0xmfers,1,0.11,0.03,0.0,2,0.0,1219,5989.0
Spoonles,1,0.11,0.83,0.0,3,0.0,120,363.0
Shadow Quest,6,0.64,0.11,0.01,17,0.17,792,15680.0
Roborovski NFT Collection by SYA Concept,1,0.11,0.01,0.03,1,0.03,4189,7784.0
Morphs Official,5,0.54,2.69,0.0,721,0.0,5044,26814.0
VR Future Genesis,6,0.64,0.6,0.01,47,0.47000000000000003,2682,7776.0
Tough Guys Club,1,0.11,0.32,0.02,1,0.02,190,312.0
KaraApe,1,0.11,0.02,0.0,1,0.0,607,5556.0
CoolMfers,1,0.11,0.29,0.01,20,0.2,277,6969.0
Punk Mfers,1,0.11,0.18,0.01,12,0.12,2757,6700.0
Planktoons,2,0.21,0.61,0.02,27,0.54,2049,4444.0
Love Addicted Girls,3,0.32,0.2,0.04,8,0.32,2092,4000.0
Fast Food Pups,1,0.11,9.34,0.0,305,0.0,337,3265.0
CrypToad Punks,7,0.75,3.34,0.01,233,2.33,2137,6969.0
CryptoKidneys,1,0.11,0.49,0.0,5,0.0,152,1030.0
Neo Tokyo Outer Item Caches,2,0.21,0.05,0.14,2,0.28,672,4344.0
Polys.art,4,0.43,0.58,0.02,10,0.2,507,1712.0
Official ApeZuki,4,0.43,0.22,0.0025,22,0.055,3161,9814.0
0xZuki,4,0.43,0.26,0.01,26,0.26,3798,9999.0
Sad Girlls,1,0.11,4.49,0.01,60,0.6,62,1335.0
Super Geisha,4,0.43,0.1,0.02,7,0.14,2006,6776.0
RaidParty Fighters,6,0.64,0.1,0.02,19,0.38,1357,18832.0
RaidParty Heroes,4,0.43,0.13,0.2,7,1.4000000000000001,656,5189.0
World of Boys Official,1,0.11,0.71,0.0,20,0.0,577,2833.0
Lau Hu Pao,1,0.11,0.11,0.0,1,0.0,469,916.0
CryptoTitVags,1,0.11,0.4,0.02,17,0.34,1013,4200.0
Pixel Cat Club Collection,1,0.11,6.07,0.0,91,0.0,419,1500.0
DateMates,1,0.11,0.7,0.0,28,0.0,859,3990.0
JasmineDAO,1,0.11,1.78,0.03,10,0.3,64,563.0
NEO TOKYO APES,1,0.11,0.24,0.0,10,0.0,520,4136.0
The Voxel Universe,1,0.11,0.0,0.01,0,0.0,105,193.0
PunkForce,3,0.32,0.2,0.0,7,0.0,1635,3500.0
Old Ape Country Club Official,2,0.21,0.16,0.02,8,0.16,1743,5000.0
The Baby Kongz,1,0.11,3.6,0.0,160,0.0,493,4444.0
HUEPHORIA,5,0.54,2.57,0.03,20,0.6,356,777.0
World of ApeWives,1,0.11,2.4,0.0,80,0.0,810,3333.0
VEEDAO WGMI,2,0.21,0.8,0.01,8,0.08,358,1000.0
CINDYDAO GENESIS,1,0.11,1.13,0.0,10,0.0,462,888.0
BelleDAO,1,0.11,2.13,5e-05,15,0.00075,127,705.0
LisaDAO V2,1,0.11,6.8,0.001,35,0.035,103,515.0
SupCaitlinDAO,1,0.11,0.31,1.0,2,2.0,206,640.0
CorinnaDAO V2,2,0.21,0.57,0.01,5,0.05,321,873.0
DoodleRawrs,1,0.11,0.79,0.02,10,0.2,224,1265.0
the ape frens (Official),3,0.32,0.33,0.0,26,0.0,1899,7777.0
GhozalIreneDAO,1,0.11,0.45,0.0,5,0.0,631,1106.0
Broof of B,1,0.11,0.1,0.01,1,0.01,895,1000.0
ClonesPx,1,0.11,0.05,0.0,1,0.0,852,2037.0
Lego Blue Chip Club,1,0.11,0.75,0.01,10,0.1,249,1333.0
X Rabbits Club,3,0.32,0.05,0.07,4,0.28,3138,7502.0
AWOD,1,0.11,0.26,0.0,20,0.0,981,7659.0
Cool Doods Collection,2,0.21,0.68,0.01,16,0.16,340,2353.0
Trippy GAN Toadz,2,0.21,2.06,0.0,104,0.0,1406,5038.0
0xApes Trilogy,1,0.11,0.07,0.12,7,0.84,3646,10021.0
Ape Runners,3,0.32,0.26,0.01,13,0.13,1272,5000.0
XenoInfinity,7,0.75,0.34,0.04,25,1.0,1735,7360.0
FrankenDoodles,1,0.11,0.75,0.01,20,0.2,320,2659.0
Mutant Degen Monster Apes (MDMA) by Degen Labs,1,0.11,0.21,0.0,1,0.0,248,484.0
Phanta Doods,4,0.43,0.76,0.0,59,0.0,1068,7776.0
DoodleBlocks,1,0.11,0.88,0.0,10,0.0,142,1141.0
PudgyDoodles,1,0.11,0.5,0.0,20,0.0,591,4029.0
Lazy Loodles,3,0.32,0.32,9.9999e-05,16,0.001599984,1424,5000.0
Puppy Punks (Official),1,0.11,0.57,0.0,17,0.0,1148,3000.0
Cuddle Bears Daycare,2,0.21,0.53,0.0,26,0.0,1138,4888.0
Flower Friends Genesis,4,0.43,0.2,0.0,11,0.0,1851,5555.0
Ether Pirates,1,0.11,0.07,0.0,3,0.0,1030,4395.0
DoodleBitsNFT,7,0.75,2.28,0.0,80,0.0,1398,3514.0
Cyber Koala Club,1,0.11,0.23,0.0,10,0.0,517,4443.0
Feel Gang,3,0.32,1.06,0.00025,106,0.0265,1945,10000.0
ErrorPunks NFT,1,0.11,0.98,0.01,5,0.05,150,508.0
Cool Kidz Club,1,0.11,0.18,0.0,10,0.0,1452,5555.0
Babystarlords,1,0.11,0.42,0.0,10,0.0,601,2376.0
Daiju-Kingz,2,0.21,2.13,0.0,119,0.0,1344,5587.0
OrdinaryPunks,2,0.21,0.4,0.01,20,0.2,955,5000.0
Rainbow Cats NFT,2,0.21,0.26,0.0047,13,0.0611,2148,5001.0
Larva Doods,7,0.75,0.23,0.0,20,0.0,4192,8888.0
Punked Doods,5,0.54,0.68,0.001,34,0.034,1859,5000.0
lil Brains WRLD,1,0.11,0.04,0.01,3,0.03,2705,7777.0
Larva Breads,3,0.32,0.38,0.0,19,0.0,1202,4999.0
SmolAPES Official,2,0.21,0.58,0.0,22,0.0,493,3799.0
Woodles V2,2,0.21,1.71,0.0,119,0.0,970,6969.0
Interleave Productions,6,0.64,600.0,0.02,6,0.12,1056,1.0
MeltiesNFT,2,0.21,0.5,0.01,4,0.04,283,803.0
Squishy Apes by Degen Labs,2,0.21,1.95,0.0,65,0.0,1341,3332.0
Maps for grief by Louis-André Labadie,5,0.54,3.8,0.08,19,1.52,292,500.0
Up Down Punks,1,0.11,0.73,0.0,20,0.0,402,2757.0
Larva Chads,10,1.07,1.78,0.01,89,0.89,1696,5000.0
Astra Chipmunks Army,1,0.11,0.04,0.0,1,0.0,976,2721.0
Invisible Ape Yacht Club,1,0.11,0.47,0.0,10,0.0,312,2110.0
The Franks,3,0.32,0.37,0.0,13,0.0,593,3536.0
Club Penguin NFT V1,1,0.11,0.86,0.04,20,0.8,400,2338.0
Bit Kongz,2,0.21,0.75,0.0,25,0.0,1354,3333.0
The X-Punks,3,0.32,1.5,0.0,50,0.0,525,3333.0
Croodles,6,0.64,0.39,0.0,35,0.0,3297,8888.0
Monsters & Hunters Game,1,0.11,0.06,0.01,3,0.03,1181,4998.0
Mask Machina,1,0.11,0.39,0.02,2,0.04,203,512.0
Longimals,3,0.32,0.55,0.0,34,0.0,1677,6200.0
KRISALIS - INCEPTION,11,1.18,4.55,0.02,364,7.28,1460,8000.0
Devil Chicks,1,0.11,0.08,0.01,2,0.02,842,2666.0
NEKOMEKA,2,0.21,0.1,0.02,5,0.1,1535,5221.0
Toy Boogers Special Editions,23,2.46,725.0,0.01,29,0.29,5610,4.0
BABY X,1,0.11,0.03,0.0,1,0.0,1551,3333.0
Zoodlers,1,0.11,0.3,0.0,5,0.0,678,1643.0
Dreamland Genesis,5,0.54,0.22,0.03,22,0.6599999999999999,4142,10000.0
Paper Chasers,2,0.21,1.19,0.0,24,0.0,444,2021.0
Doodmas,1,0.11,0.14,0.0,10,0.0,1442,7210.0
The Heist (Characters),1,0.11,0.17,0.0,6,0.0,594,3565.0
The Indifferent Duck,7,0.75,0.44,0.0,44,0.0,4498,10000.0
Infinite Realm Official,2,0.21,0.18,0.01,14,0.14,2957,7704.0
WickensNFT,2,0.21,0.12,0.01,8,0.08,2387,6666.0
SUPERPLASTIC: OGs,3,0.32,0.79,0.09,11,0.99,419,1384.0
NeoTokyo Outer Identities,2,0.21,0.04,0.52,2,1.04,823,4495.0
Breaking Panda,1,0.11,0.42,0.01,5,0.05,422,1189.0
Fast Food Doge NFT,2,0.21,0.12,0.01,3,0.03,740,2414.0
From the Fragments of Tezuka Osamu - Generative Art,3,0.32,0.2,0.04,6,0.24,1670,3037.0
Expandables Official,1,0.11,0.29,0.04,10,0.4,505,3500.0
Skeleton-Bit,6,0.64,1.52,0.0,76,0.0,1496,5000.0
Frog Game GEN 0,3,0.32,0.67,0.0,20,0.0,426,3000.0
Humans Metaverse,3,0.32,0.23,0.01,15,0.15,2610,6500.0
Lion and Zebra,3,0.32,1.12,0.0,59,0.0,576,5285.0
Lazy Kitties,4,0.43,0.69,0.0,69,0.0,1629,9999.0
ToadzWorld,2,0.21,0.25,0.0,11,0.0,892,4349.0
Elves of the North Official,1,0.11,0.39,0.0,35,0.0,1824,8888.0
Fox and Rabbit Club,1,0.11,1.06,0.01,5,0.05,150,471.0
Weiner Fish,2,0.21,3.96,0.01,111,1.11,557,2800.0
Society of Degenerate Apes (SODA),7,0.75,0.26,0.03,26,0.78,5030,9997.0
Generative Burger Club,2,0.21,1.13,0.01,14,0.14,476,1240.0
Corite x Emery Kelly - Emotions Collection,1,0.11,0.06,0.02,1,0.02,1260,1795.0
Tiny Kingdoms,3,0.32,0.1,0.01,4,0.04,1626,4096.0
OctopuoS,1,0.11,0.19,0.02,3,0.06,701,1600.0
Machinie,2,0.21,0.32,0.04,2,0.08,218,620.0
Humach,2,0.21,0.25,0.01,6,0.06,447,2360.0
T-Rex Mafia OG,2,0.21,0.13,0.0,10,0.0,2103,7777.0
PoodlesNFT,1,0.11,0.98,0.0,49,0.0,1232,5000.0
The Lizard Lab,4,0.43,0.72,0.04,36,1.44,1577,5000.0
Fish Tank Genesis Collection,2,0.21,0.17,0.0,2,0.0,1090,1184.0
CryptoFoxes Origins,3,0.32,0.9,0.17,8,1.36,345,886.0
Scallywags,1,0.11,0.09,0.08,1,0.08,282,1121.0
Tiny Kills,1,0.11,1.22,0.01,16,0.16,549,1313.0
Regulars,18,1.93,0.49,0.23,49,11.270000000000001,2527,10000.0
DNA Cultura NFTs,1,0.11,0.09,0.0,5,0.0,1330,5555.0
Toy Frens,1,0.11,0.3,0.03,2,0.06,393,666.0
Nice Fun Zombies,2,0.21,0.26,0.01,13,0.13,1085,5000.0
CreatureToadz,11,1.18,0.18,0.02,16,0.32,3781,8888.0
The Family Mooks by Doodle Labs,16,1.71,0.95,0.02,33,0.66,1629,3491.0
On Chain Hex Truchet Tiles,3,0.32,2.19,0.0,34,0.0,389,1555.0
DIGITZ GENESIS COLLECTION,1,0.11,0.64,0.09,14,1.26,794,2182.0
Kuddle Koalas,2,0.21,0.48,0.0,36,0.0,1882,7497.0
The Panels - Blocks,8,0.86,3.21,0.01,264,2.64,869,8216.0
The Space Cats,5,0.54,0.71,0.0,71,0.0,2354,9999.0
Mumbo Jumbo NFT,1,0.11,0.18,0.01,1,0.01,136,544.0
Icy Founders Club,13,1.39,1.42,0.35,19,6.6499999999999995,1301,1337.0
Punkachus,2,0.21,0.1,0.0,3,0.0,1414,2900.0
Strawberries by TheFruitNFT,2,0.21,0.04,0.0,2,0.0,396,5433.0
Bamboozlers,2,0.21,0.15,0.02,15,0.3,841,10000.0
Salvador Borpi,2,0.21,0.34,0.01,6,0.06,978,1746.0
Jupiter's Self-Portraits,1,0.11,2.26,0.0,23,0.0,216,1017.0
ZombieCats,5,0.54,2.17,0.01,217,2.17,2251,9999.0
Infinity Frogs NFT,4,0.43,0.22,0.01,22,0.22,3529,10000.0
SameToadz,5,0.54,0.8,0.0,56,0.0,3337,7025.0
Mainframes,1,0.11,0.7,0.003,2,0.006,151,287.0
Play Squid NFT - MUST READ DESCRIPTION,3,0.32,0.05,0.0,3,0.0,1899,5529.0
Oilys Pebbles by Logan Larkin,1,0.11,0.6,0.03,12,0.36,607,2000.0
TheDiamondHands,3,0.32,0.11,0.02,12,0.24,2320,11111.0
Flowers by onChainCo,4,0.43,0.37,0.0,15,0.0,1122,4096.0
My Little Uzis,2,0.21,0.1,0.0,5,0.0,2383,5000.0
REAL INFAMOUS SKULLZ,3,0.32,0.17,0.0,17,0.0,3324,10000.0
Intermezzo Tools,1,0.11,100.0,0.02,1,0.02,501,1.0
KBOT_FACTORY,3,0.32,0.53,0.01,21,0.21,868,3999.0
Outlaw Gals MC,1,0.11,0.12,0.01,7,0.07,1856,6000.0
Voxel Ville Official,3,0.32,0.06,0.08,3,0.24,1711,5003.0
Non-Fungible Forks #ForkHunger,2,0.21,0.08,0.01,2,0.02,1896,2481.0
32px Pandas,2,0.21,0.76,0.01,25,0.25,687,3300.0
Punks Malaysia,1,0.11,0.33,0.08,1,0.08,115,301.0
The Club721,6,0.64,0.46,0.08,9,0.72,1766,1961.0
"Metasniper Beta Access - Do NOT BUY, BETA ACCESS ENDED",1,0.11,100.0,0.01,1,0.01,545,1.0
Terra Nullius V2,6,0.64,0.25,0.04,10,0.4,1365,3999.0
The Yakuza Cats Society,4,0.43,0.12,0.04,11,0.44,2818,8929.0
GalacticApes,4,0.43,0.15,0.04,15,0.6,3654,9998.0
RareBunniClub,4,0.43,0.07,0.01,4,0.04,2006,5500.0
Andy Borphol,2,0.21,0.5,0.0,10,0.0,966,2003.0
Habbo Avatars,7,0.75,0.09,0.15,11,1.65,4326,11600.0
Magic Mushroom Clubhouse,2,0.21,0.09,0.09,8,0.72,5450,9200.0
TIMEPieces Build a Better Future: Genesis Drop,15,1.61,1.09,0.2,51,10.200000000000001,2928,4676.0
DegenDrops,2,0.21,2.34,0.0,26,0.0,236,1111.0
Dot Grid by TheElephantNL,7,0.75,1.4,0.02,14,0.28,649,1000.0
Entropes,8,0.86,1.99,0.02,47,0.9400000000000001,1173,2358.0
S2TM Space Pass - Season 1,3,0.32,0.3,0.02,15,0.3,1504,5000.0
MultiverseVM,8,0.86,0.4,0.12,32,3.84,2112,7998.0
NewtonFractals,3,0.32,0.54,0.0,11,0.0,822,2048.0
The Worm Vigil,4,0.43,0.16,0.0,4,0.0,1666,2571.0
Doge Battle,2,0.21,0.23,0.0,16,0.0,1462,6969.0
One Day Mint Pass,1,0.11,100.0,0.15,1,0.15,476,1.0
Saconi Holmovimiento,2,0.21,0.2,0.01,4,0.04,462,1999.0
Fu  Xi,3,0.32,0.52,0.0,46,0.0,1855,8888.0
Quadrums,5,0.54,0.98,0.04,10,0.4,564,1024.0
Wassilikes,1,0.11,0.3,0.02,1,0.02,142,333.0
Red Panda NFT,3,0.32,0.14,0.0,14,0.0,1525,10000.0
dGenesis dGen Automatons,7,0.75,0.3,0.01,12,0.12,1035,4000.0
Borpacasso,2,0.21,0.71,0.01,16,0.16,1144,2250.0
Secret NFT Club,2,0.21,1.1,0.03,11,0.32999999999999996,427,1000.0
4E4F5553,1,0.11,0.03,0.0,1,0.0,834,3311.0
Great Ape Bananas,1,0.11,0.02,0.0,1,0.0,1107,5141.0
NFTheo,4,0.43,0.44,0.02,13,0.26,1187,2948.0
tooL (for Tools),1,0.11,0.06,0.0,3,0.0,907,5189.0
Space Capsules,3,0.32,0.1,0.03,9,0.27,987,8888.0
Animathereum,7,0.75,0.46,0.0,46,0.0,2242,9999.0
Bloot (not for Weaks),20,2.14,0.67,0.01,54,0.54,3899,8008.0
XXX Loot,1,0.11,0.1,0.0,8,0.0,1265,7777.0
The Sentient Machine,1,0.11,0.2,0.02,1,0.02,232,512.0
EtherKoiPond,1,0.11,1.82,0.03,8,0.24,119,440.0
Geometric Karambit,1,0.11,100.0,10.0,1,10.0,1,1.0
isotile Genesis Avatars,3,0.32,0.13,0.06,10,0.6,957,7587.0
GOOP TROOP,16,1.71,0.59,0.03,59,1.77,2288,10000.0
N0XSCAPE FOUNDERS CARDS,2,0.21,0.59,0.35,6,2.0999999999999996,250,1023.0
skateboard cat,1,0.11,3.51,0.06,4,0.24,69,114.0
Redemption - Generative Art,3,0.32,0.29,0.01,3,0.03,472,1024.0
Kawaii Skull,2,0.21,1.14,0.01,114,1.1400000000000001,4139,10023.0
OSRS Punks,1,0.11,0.05,0.01,1,0.01,799,2007.0
SUPERPLASTIC: Cryptojankyz,26,2.78,0.45,0.11,63,6.93,5840,13867.0
Metaverse HQ,16,1.71,1600.0,2.6,16,41.6,1309,1.0
Hidden Society,1,0.11,50.0,1.0,1,1.0,25,2.0
CryptoFoxes,4,0.43,1.63,0.02,181,3.62,2918,11111.0
NEKO Official,4,0.43,0.1,0.01,8,0.08,2523,7703.0
CryptoUnicorn Pop,21,2.25,0.0,0.0,0,0.0,1000,999.0
VeeFriends Mini Drops,20,2.14,2.99,0.29,102,29.58,799,3411.0
PREMINT Creator Key,6,0.64,1.58,0.69,6,4.14,378,379.0
Monster Icons,4,0.43,9.09,5.69,4,22.76,39,44.0
bitGANs,12,1.28,4.65,0.48,24,11.52,283,516.0
with the light,8,0.86,16.16,1.74,16,27.84,67,99.0
Spawns,5,0.54,145.45,0.4,16,6.4,77,11.0
Des Monsters,3,0.32,7.69,15.0,4,60.0,38,52.0
community triptych,1,0.11,11.11,7.0,1,7.0,7,9.0
My Overall World,5,0.54,2.15,0.0,11,0.0,155,512.0
CryptoUnicorn wonder,5,0.54,0.0,0.0,0,0.0,0,0.0
moments - fCQbEqnSsF,1,0.11,50.0,0.0,1,0.0,2,2.0
TheCrypTurdz,1,0.11,0.28,0.99,1,0.99,137,356.0
CryptoNooniz,2,0.21,0.11,0.0,2,0.0,643,1777.0
Neon CryptoPunks,1,0.11,1.47,0.1,1,0.1,42,68.0
Crystal Ape Yacht Club V2,1,0.11,0.21,0.02,1,0.02,138,478.0
UniverseOfWomen,4,0.43,11.7,0.0,940,0.0,1085,8037.0
Halloween Bears,4,0.43,2.8,0.0,70,0.0,264,2496.0
A Day In The City,1,0.11,9.09,0.5,1,0.5,4,11.0
OnChainCat,5,0.54,2.42,0.0,230,0.0,857,9499.0
Suburbia Mexicana Part II Lost Rivers,2,0.21,12.5,0.0,4,0.0,17,32.0
BigBang Cards,2,0.21,1.36,0.05,6,0.30000000000000004,179,441.0
OH NO DAWG,1,0.11,25.0,0.0,1,0.0,4,4.0
SEC No-Action Letter Request 3: Securitized NFTs,1,0.11,8.0,0.4,4,1.6,32,50.0
Earthmarker,1,0.11,0.57,0.0,1,0.0,9,176.0
888 by Kevin Abosch,1,0.11,0.92,3.0,1,3.0,77,109.0
Untitled Collection #59801228,1,0.11,7.69,0.0,1,0.0,13,13.0
Trippy Ape,1,0.11,0.04,0.02,1,0.02,961,2555.0
PunksReloaded: Icons Realised,1,0.11,16.67,1.0,1,1.0,6,6.0
20th Century Photographs from The Alejandro Cartagena Archives,5,0.54,3.43,0.03,12,0.36,70,350.0
Noun GAN Study,2,0.21,3.12,3.5,2,7.0,62,64.0
CryptoPunks_NFT stamps,1,0.11,3.57,0.0,1,0.0,10,28.0
ACK Unique Editions / 1 of 1's,2,0.21,5.26,14.99,3,44.97,42,57.0
Cyber Curated,2,0.21,100.0,13.5,3,40.5,74,3.0
Dogerghini: NFT + Physical Automobile,2,0.21,100.0,0.5,2,1.0,38,2.0
Bitchcoin,3,0.32,1.03,0.9,34,30.6,281,3291.0
IKB Cachet de Garantie,1,0.11,2.53,85.4,2,170.8,56,79.0
RealCryptoPunks by VT3.com,2,0.21,0.06,0.01,3,0.03,857,4997.0
