name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
Women From Venus,3,0.33,0.13,0.14,7,0.9800000000000001,2577,5555.0
MEM Lucky Leprechauns,1,0.11,1.09,2.5,1,2.5,67,92.0
TelePunks NFT,1,0.11,0.4,0.0,5,0.0,357,1239.0
AlphaSkullz Genesis Force,1,0.11,0.07,0.06,1,0.06,524,1354.0
DAPE: Genesis,1,0.11,0.04,0.19,1,0.19,1564,2444.0
Feline Fiendz NFT,1,0.11,0.04,0.03,3,0.09,3955,7777.0
WEEDGANG.GAME - STRAIN,1,0.11,0.02,0.08,1,0.08,450,6000.0
Satoshi Runners Official,4,0.44,0.05,0.16,4,0.64,1479,7777.0
Nights with Nara,1,0.11,0.02,0.0,2,0.0,584,10000.0
Crypto Beauties DAO,1,0.11,0.24,0.01,5,0.05,881,2047.0
Kong Club Official,1,0.11,0.01,0.01,1,0.01,4641,7777.0
Turf Plots,19,2.08,1.67,0.36,84,30.24,1975,5041.0
Ethalien VOX,9,0.99,0.35,0.03,35,1.05,3171,10000.0
Delinkuents Founders Coin,1,0.11,0.4,0.0,1,0.0,83,248.0
Bounty Games,4,0.44,1.62,0.01,39,0.39,796,2413.0
FishyFam,11,1.21,0.16,0.12,16,1.92,5957,9999.0
Catharsis X Fame Lady Squad,2,0.22,0.5,0.05,3,0.15000000000000002,256,599.0
OpenDAO Genesis Membership,8,0.88,350.0,0.02,14,0.28,3659,4.0
the ape frens (Official),3,0.33,0.33,0.0,26,0.0,1885,7777.0
MechArcade: The Lost Metal Alliance,3,0.33,0.42,0.02,7,0.14,650,1667.0
PoodleDunk,3,0.33,1.63,0.02,29,0.58,578,1780.0
SNOFLAKES,2,0.22,5.13,0.0,2,0.0,39,39.0
Tensei Turtles Official,1,0.11,0.43,0.048,1,0.048,143,234.0
TTX,1,0.11,0.56,0.0,1,0.0,110,179.0
8th Wonders by 8th Project,3,0.33,0.36,0.05,4,0.2,543,1111.0
Waifu House DAO,1,0.11,0.38,0.2,2,0.4,251,530.0
Tentaverse Genesis Collection,1,0.11,1.4,0.01,14,0.14,333,1001.0
Sporo Rabbits,1,0.11,1.19,0.0,1,0.0,36,84.0
Nuclear Nerds of the Accidental Apocalypse,21,2.3,0.72,0.37,65,24.05,3611,8999.0
Mecha Chaotic: Bedlam,3,0.33,0.14,0.03,5,0.15,1477,3619.0
Meta Elf Mania,1,0.11,0.87,0.05,1,0.05,64,115.0
Triple 7 Dice,1,0.11,3.57,0.0,4,0.0,26,112.0
Golden Voyager Party V2,1,0.11,0.08,0.02,1,0.02,323,1302.0
m00sik,1,0.11,5.56,50.0,1,50.0,13,18.0
21Hundreds Official,1,0.11,0.12,0.02,1,0.02,251,807.0
Degen Waifus,1,0.11,13.04,0.0,3,0.0,9,23.0
Chameleon Collective,2,0.22,0.06,0.03,6,0.18,2866,10000.0
Ape Harmony Monster Club,2,0.22,0.27,0.25,3,0.75,443,1111.0
VeeFriends Mini Drops,14,1.54,2.58,1.47,45,66.15,676,1746.0
Doki Division,1,0.11,0.66,0.01,1,0.01,67,152.0
CDFC (redacted),1,0.11,0.88,0.0,1,0.0,54,114.0
Pixel Foxes: Spooky Season,2,0.22,0.88,0.01,4,0.04,289,454.0
TPSv2,1,0.11,1.12,0.0,1,0.0,14,89.0
Slimy Snails NFT,1,0.11,0.4,0.0,1,0.0,133,253.0
Women and Weapons,24,2.63,0.97,0.37,97,35.89,5769,10000.0
Vicked Jacks,1,0.11,1.75,0.0,2,0.0,60,114.0
PxlFangs,3,0.33,0.05,0.02,3,0.06,2931,6466.0
Long Neck Cartel,1,0.11,14.81,0.0,4,0.0,17,27.0
CDFC,1,0.11,0.96,0.0,1,0.0,33,104.0
Cyber Hornets Colony Club,3,0.33,0.83,0.04,74,2.96,2021,8888.0
CryptoNFTits,1,0.11,0.75,0.0,10,0.0,464,1326.0
Pink Elephant Parade,1,0.11,0.95,0.02,1,0.02,58,105.0
BOIDS NFT,3,0.33,1.25,0.01,25,0.25,790,2000.0
Emeejis,1,0.11,1.3,0.02,3,0.06,43,230.0
Crypto.Chicks,12,1.32,0.22,0.55,22,12.100000000000001,4490,9999.0
Roaring Leaders,1,0.11,0.02,0.04,2,0.08,1611,8245.0
Stoned Apez Saturn Club,1,0.11,0.04,0.01,3,0.03,2312,6966.0
Pythagorean Masks,4,0.44,0.3,0.01,15,0.15,1234,5042.0
Golden Eaglez Kartel,1,0.11,0.06,0.02,1,0.02,425,1546.0
The Financial Advisors Club,1,0.11,0.06,0.0,1,0.0,791,1800.0
Hunnys,4,0.44,0.23,0.06,23,1.38,2655,10000.0
Apes Run The World,2,0.22,0.13,0.01,7,0.07,973,5555.0
Giraffes At The Bar,1,0.11,0.17,0.01,3,0.03,839,1773.0
Paladin Pandas,3,0.33,0.08,0.06,8,0.48,2773,9849.0
Hello fam! NFT Winery,3,0.33,2.08,0.03,16,0.48,213,769.0
Lamb Duhs,6,0.66,1.09,0.04,93,3.72,2588,8500.0
RichKidz,2,0.22,0.69,0.04,6,0.24,294,867.0
BONEHEADS - Origins,6,0.66,0.2,0.02,20,0.4,1798,10000.0
Legacy Reapers,1,0.11,0.22,0.08,1,0.08,236,460.0
The Lost Glitches,7,0.77,0.39,0.03,39,1.17,2952,9999.0
The Shark Cove,1,0.11,0.07,0.06,2,0.12,905,2913.0
Bitmates,4,0.44,0.04,0.08,4,0.32,1952,10000.0
Aggro Eagles,1,0.11,0.46,0.02,1,0.02,87,216.0
Cheetah Cub Coalition,2,0.22,0.45,0.02,5,0.1,384,1117.0
Stray Cats  NFT,1,0.11,0.21,0.01,3,0.03,595,1441.0
Tier Zero: Beasts,2,0.22,0.31,0.0,5,0.0,512,1619.0
PandaBugz,1,0.11,0.24,0.0,2,0.0,332,845.0
OHDAT Battle-mechs,1,0.11,0.42,0.05,3,0.15000000000000002,152,709.0
Golden Poos,1,0.11,1.06,0.05,2,0.1,104,189.0
PineapplesDayOut,1,0.11,0.02,0.01,1,0.01,1311,5000.0
Etheremura,1,0.11,0.09,0.0,3,0.0,980,3167.0
The First Cybernetics,1,0.11,2.0,0.05,1,0.05,26,50.0
Goblin Goons,4,0.44,0.11,0.01,5,0.05,1401,4713.0
Mecha Chaotic: First Breach (Genesis),1,0.11,2.17,0.14,1,0.14,331,46.0
Untamed Elephants,7,0.77,0.16,0.02,12,0.24,3126,7500.0
My Fucking Pickle,11,1.21,0.24,0.05,24,1.2000000000000002,2731,10000.0
Sodabits,2,0.22,0.4,0.01,4,0.04,304,1000.0
BitShields,2,0.22,0.32,0.03,2,0.06,218,620.0
PunkCats,1,0.11,0.1,0.08,1,0.08,469,1000.0
National Parks NFT,5,0.55,0.31,0.06,15,0.8999999999999999,1842,4825.0
Heartbeat (Metagame),3,0.33,1.03,0.08,3,0.24,290,290.0
Crypto-Totem,1,0.11,0.02,0.019,1,0.019,54,5555.0
Companion-in-a-Box,12,1.32,0.66,0.03,24,0.72,1239,3646.0
Stampu,13,1.43,92.5,0.03,37,1.1099999999999999,1422,40.0
MathFlowers,1,0.11,1.52,0.02,1,0.02,33,66.0
Women Tribe NFT,5,0.55,0.11,0.1,11,1.1,5281,10000.0
true degens,18,1.97,25.03,0.09,181,16.29,205,723.0
The Tiger Archives - PMC x Tiger Beer,16,1.75,0.39,0.02,26,0.52,2783,6688.0
The Sleepless Mine Society Official,1,0.11,0.33,0.02,2,0.04,319,611.0
NOT VALID,1,0.11,0.21,0.08,2,0.16,434,943.0
Gutter Juice,24,2.63,1.25,0.29,350,101.5,8236,28000.0
Shields,11,1.21,0.58,0.12,29,3.48,1579,5000.0
SEEDS by Lucien Smith,5,0.55,1.07,0.09,17,1.53,635,1590.0
Product Drops,3,0.33,150.0,0.0,3,0.0,205,2.0
Damien Hirst - Great Expectations,11,1.21,1.72,0.29,15,4.35,686,874.0
Wolf Game - Genesis Land,45,4.93,2.07,0.32,413,132.16,5239,19972.0
Wolf Game - Farmer,35,3.84,2.62,0.67,307,205.69000000000003,3365,11738.0
Places (for Everyone),6,0.66,6.06,0.05,36,1.8,174,594.0
JR - Greetings from Giza,2,0.22,0.7,0.13,2,0.26,224,287.0
TheFunkies,2,0.22,23.0,1.2,23,27.599999999999998,59,100.0
BYOPill,19,2.08,0.84,1.39,84,116.75999999999999,3318,10000.0
Gutter Rats,12,1.32,0.53,1.95,16,31.2,1895,2992.0
Kungfu Hero,5,0.55,0.09,0.01,5,0.05,1282,5637.0
POWER SURF,3,0.33,0.3,0.01,3,0.03,35,1000.0
"Sean Bonner's ""Don't Go Outside""",1,0.11,7.69,0.12,1,0.12,36,13.0
Block Head Punks,1,0.11,0.9,0.43,1,0.43,57,111.0
KingRabbit,2,0.22,2.0,0.15,2,0.3,43,100.0
Decentraland,15,1.64,0.05,3.2,50,160.0,6887,97389.0
Titan Tiki 3D,2,0.22,0.29,0.08,2,0.16,312,689.0
The Seagull Finds His Talent,2,0.22,0.38,0.02,9,0.18,530,2340.0
Gnomenclature,4,0.44,1.45,0.0,103,0.0,1428,7111.0
PUNKS 2: HANZO Collector's Edition,10,1.1,1.33,0.22,10,2.2,728,750.0
FLUF World: Burrows,24,2.63,0.61,0.67,64,42.88,3466,10500.0
Pixlton Car Club,2,0.22,0.12,0.01,5,0.05,752,4007.0
Nifty Royale X Ryan Newburn GM Iceland,3,0.33,9.8,0.04,5,0.2,47,51.0
Spatial X,1,0.11,33.33,0.5,1,0.5,230,3.0
GhostSoftware CD-ROM,6,0.66,0.88,0.04,6,0.24,668,678.0
FLUF World: Scenes & Sounds,18,1.97,81.03,0.02,47,0.9400000000000001,2866,58.0
Titan Tiki,3,0.33,0.3,0.09,3,0.27,467,1000.0
BoringStone Genesis Collection,6,0.66,0.21,0.01,21,0.21,3024,10000.0
BarrelFi Genesis Vintage: Striped Pig Pixie Collection,2,0.22,2.65,0.111,3,0.333,43,113.0
MultiverseVM,21,2.3,1.43,0.69,114,78.66,2226,8000.0
BlootElves' Hell,4,0.44,0.67,0.05,10,0.5,387,1487.0
Good Guys NFT,7,0.77,0.72,0.01,41,0.41000000000000003,1469,5717.0
GAN APES,5,0.55,0.39,0.02,7,0.14,1118,1778.0
sjwBloot,3,0.33,0.71,0.0,5,0.0,449,705.0
Bloot Doggs,16,1.75,0.61,0.0,90,0.0,4193,14672.0
Skill Stats (not for Weaks),15,1.64,0.53,0.0,31,0.0,2831,5862.0
Extension Loot,3,0.33,3.0,0.18,6,1.08,52,200.0
Extension Loot (for Adventurers),10,1.1,0.15,0.01,12,0.12,2215,7779.0
Encryptas,7,0.77,0.52,0.04,52,2.08,3924,10000.0
Loot (for Punks),1,0.11,0.02,0.01,1,0.01,700,4058.0
Pudgy Presents,12,1.32,0.35,0.05,26,1.3,3470,7399.0
Tokenmon,2,0.22,0.36,0.01,37,0.37,2036,10419.0
8 BIT UNIVERSE,8,0.88,2.19,0.0,195,0.0,3465,8887.0
Rally Series One,1,0.11,16.67,0.1,1,0.1,176,6.0
Lucha Libre Knockout,3,0.33,0.11,0.01,11,0.11,3201,10000.0
Zunks,13,1.43,0.59,0.02,59,1.18,3608,10000.0
AlphaBetty Doodles,18,1.97,0.46,0.02,46,0.92,3527,10000.0
FLUF World,28,3.07,0.85,3.0,85,255.0,3752,10000.0
Cybernetic Research Group,3,0.33,1.48,0.01,14,0.14,160,949.0
Laser Beings,2,0.22,3.57,0.11,2,0.22,47,56.0
Million Dollar Rat,6,0.66,1.0,0.0,33,0.0,1140,3310.0
SpiroNFT,2,0.22,0.5,0.02,5,0.1,349,995.0
Pixlton - The Awkward NFT Town,6,0.66,0.27,0.18,15,2.6999999999999997,1635,5468.0
CryptoTeddies,5,0.55,8.26,0.11,10,1.1,319,121.0
FEWOCiOUS x RTFKT,15,1.64,2.42,4.5,22,99.0,542,909.0
EulerBeats Genesis,12,1.32,83.33,1.0,45,45.0,438,54.0
"IlluminatiNFT, The Believer",30,3.29,3000.0,0.02,30,0.6,3150,1.0
Seekers of Truth IlluminatiNFT Mint Pass,36,3.95,1550.0,0.01,62,0.62,3833,4.0
Floor App Gen 3,24,2.63,2.3,0.17,49,8.33,1490,2131.0
Nouns3D,6,0.66,0.38,0.01,24,0.24,1977,6370.0
N3D Deprecated,6,0.66,0.35,0.0,27,0.0,2363,7796.0
Beauty in the Hurting by Ryan Green,14,1.54,5.27,0.07,54,3.7800000000000002,579,1024.0
IlluminatiNFT,35,3.84,1.5,0.22,122,26.84,3642,8128.0
Genesis Gradients by Beaming,1,0.11,0.45,0.19,1,0.19,180,222.0
Skullx,6,0.66,0.18,0.02,18,0.36,2555,10000.0
The Panels - Blocks,9,0.99,3.26,0.01,269,2.69,877,8257.0
Wave Schematics by luxpris,4,0.44,1.0,0.21,4,0.84,261,400.0
The Official Surreals,9,0.99,0.22,0.05,22,1.1,5056,10000.0
Skullx: Aeons,3,0.33,0.15,0.08,3,0.24,740,2000.0
Unknown Signals by k0ch,8,0.88,0.9,0.04,9,0.36,684,1000.0
Iconography V2,1,0.11,14.29,0.5,2,1.0,49,14.0
Skullx: Editions,4,0.44,200.0,0.08,4,0.32,257,2.0
Animonkeys,6,0.66,1.08,0.19,27,5.13,924,2500.0
Axie Infinity,12,1.32,0.05,0.0,155,0.0,45276,283781.0
DecentralEyesMashup by Coldie,16,1.75,2.89,0.65,18,11.700000000000001,423,623.0
Life of Mon,13,1.43,1300.0,0.8,13,10.4,96,1.0
PUNKS 2: TROPO Collector's Edition,17,1.86,2.67,0.43,20,8.6,707,749.0
Pop Wonder Land,2,0.22,2.37,0.25,11,2.75,63,464.0
Feral File #009 - Unsupervised,11,1.21,0.58,0.42,20,8.4,2444,3475.0
bitGANs,14,1.54,5.04,0.88,26,22.88,287,516.0
ACK EDITIONS,4,0.44,58.33,1.5,7,10.5,100,12.0
Yield Guild Badge,24,2.63,0.12,0.01,24,0.24,20644,20644.0
The Wolfgang,6,0.66,0.08,0.02,8,0.16,4155,9949.0
Nametag: Genesis,13,1.43,0.46,0.11,23,2.53,2098,4991.0
Mars26,3,0.33,0.22,0.01,3,0.03,180,1371.0
Venus III,2,0.22,0.2,0.15,2,0.3,965,1016.0
Satoshi Gallery x Hype Art,1,0.11,25.0,0.05,1,0.05,361,4.0
Ether Cards Founder,11,1.21,1.22,0.43,122,52.46,1481,10000.0
The Collectibles - Natural by Rich Caldwell,1,0.11,5.0,0.0,1,0.0,7,20.0
Game of Blocks Genesis Lands,8,0.88,0.29,0.07,8,0.56,1312,2740.0
MDAO General Members,15,1.64,0.44,0.05,15,0.75,3264,3378.0
Meridian by Matt DesLauriers,36,3.95,6.0,5.6,60,336.0,610,1000.0
Metaverse Travel Agency (M.T.A.),7,0.77,0.26,0.01,15,0.15,2700,5669.0
MEEBIT HAIR SALON,1,0.11,6.25,2.69,1,2.69,15,16.0
Mutant Garden Seeder,8,0.88,3.51,3.7,18,66.60000000000001,280,513.0
FantasyParadise Collection,1,0.11,16.67,0.0155,1,0.0155,10,6.0
AI IN SPACE COLLECTION,1,0.11,3.85,0.01,1,0.01,6,26.0
Ash Chapter One: Carbon,9,0.99,1.58,5.0,13,65.0,702,824.0
EpoStory by EpoLabs,11,1.21,1.7,0.15,23,3.4499999999999997,783,1354.0
PotatoPunks,9,0.99,1.91,0.0,106,0.0,1378,5555.0
MEV Army,32,3.51,0.87,0.08,87,6.96,3841,9999.0
Ape Drops 01 : Snoop Dogg Ape Tracks,5,0.55,275.0,0.08,11,0.88,1085,4.0
Heroes NFT Collection,6,0.66,0.75,0.18,25,4.5,852,3334.0
MechaPenguins,6,0.66,0.35,0.09,21,1.89,1604,6000.0
Loot: Explorers,13,1.43,0.66,0.05,53,2.6500000000000004,2409,8003.0
Lootpunk,1,0.11,2.27,0.0,3,0.0,86,132.0
Staked n,7,0.77,0.7,0.8,35,28.0,1207,5022.0
ArcadeNFT - ToadRunnerz,23,2.52,0.59,0.03,28,0.84,3077,4777.0
postcards from paradise,7,0.77,1.33,0.1,9,0.9,595,676.0
Lootmart,4,0.44,2.33,0.01,36,0.36,392,1544.0
Adventurers (for Lootmart),3,0.33,0.7,2.99,3,8.97,337,431.0
Jay Pegs Auto Mart,7,0.77,1.25,0.04,81,3.24,1361,6469.0
Genesis Adventurers (for Loot),2,0.22,0.56,2.6,3,7.800000000000001,225,539.0
Genesis Mana (for Loot),6,0.66,0.14,0.26,14,3.64,626,10214.0
Art For N,6,0.66,0.21,0.0,13,0.0,2186,6068.0
Settlements,6,0.66,3.33,0.0,90,0.0,616,2700.0
Flat-n,3,0.33,0.29,0.01,3,0.03,573,1027.0
Dice (for Loot),2,0.22,0.21,0.01,14,0.14,927,6602.0
Friendly Fractals N,4,0.44,0.29,0.01,6,0.06,985,2100.0
The Settlements (Legacy),9,0.99,1.26,0.0,125,0.0,1578,9905.0
Animal Coloring Book,5,0.55,1.06,0.14,10,1.4000000000000001,459,939.0
Abstract Loot,15,1.64,0.7,0.01,56,0.56,2868,8000.0
SCAMMER MARKET,2,0.22,1.26,0.2,7,1.4000000000000001,227,555.0
Chiptos,2,0.22,0.39,1.1,2,2.2,288,512.0
Biomes A tribute to Conway's Game of Life,3,0.33,2.84,0.64,5,3.2,84,176.0
Nouns,8,0.88,4.0,67.68,10,676.8000000000001,155,250.0
512Print.sol - solSeedlings,5,0.55,1.56,0.12,8,0.96,297,512.0
Genesis.sol - solSeedlings,1,0.11,0.39,0.3,2,0.6,300,512.0
The Vogu Collective,14,1.54,0.48,0.14,37,5.180000000000001,2839,7777.0
Cypher City,3,0.33,0.03,0.01,3,0.03,2765,8886.0
Bored Ape Comic,21,2.3,1.2,0.05,120,6.0,2676,9996.0
Pixelglyphs,20,2.19,0.59,0.02,59,1.18,2369,9999.0
LandVault: Genesis,3,0.33,300.0,0.53,3,1.59,208,1.0
VoxoDeus,5,0.55,0.29,0.1,18,1.8,1683,6312.0
Ethmoji,1,0.11,0.24,0.0,3,0.0,606,1235.0
Depictives,2,0.22,3.61,0.01,16,0.16,112,443.0
SBS Genesis Card,4,0.44,0.25,0.05,16,0.8,2063,6296.0
Synthopia,8,0.88,1.28,0.12,17,2.04,543,1323.0
ThorGuards,28,3.07,0.86,0.09,86,7.739999999999999,3096,9999.0
Wicked Monsters,2,0.22,0.18,0.02,8,0.16,2190,4444.0
Party Degenerates,37,4.06,1.32,0.19,132,25.080000000000002,3607,9999.0
DeusX,3,0.33,0.22,0.01,5,0.05,1059,2293.0
BentoBoxNFT,1,0.11,0.06,0.0,1,0.0,497,1568.0
DeMeta,2,0.22,0.21,0.04,2,0.08,639,948.0
Thirsty Cactus,1,0.11,0.65,0.01,5,0.05,174,772.0
PAW HYPER LYNX,1,0.11,0.21,0.01,5,0.05,624,2342.0
Maxwells,2,0.22,1.17,0.05,6,0.30000000000000004,242,512.0
Dark Zodiac NFTs,2,0.22,0.08,0.01,3,0.03,959,3876.0
Wicked Hound Bone Club,6,0.66,0.18,0.0,20,0.0,4148,11111.0
BlankFace,6,0.66,0.21,0.01,21,0.21,5270,10000.0
Savage Droids,11,1.21,0.87,0.07,43,3.0100000000000002,1962,4970.0
Neon Junkies,5,0.55,0.28,0.0,26,0.0,2927,9135.0
GEVOLs,10,1.1,0.56,0.12,50,6.0,3667,8888.0
Crypto Pills by Micha Klein,6,0.66,0.21,0.08,21,1.68,2212,10000.0
Obey the Cube,1,0.11,3.08,0.05,2,0.1,33,65.0
Pokemon-Punks,1,0.11,0.29,0.0,1,0.0,572,345.0
Incrementum,3,0.33,0.15,0.01,6,0.06,1225,4000.0
BlockchainBikers,2,0.22,0.05,0.0,5,0.0,4681,11107.0
Wicked Ape Bone Club,7,0.77,0.14,0.05,14,0.7000000000000001,4940,10000.0
Hidden Ninja Village,1,0.11,0.2,0.0,3,0.0,494,1468.0
Obey the System,1,0.11,2.17,0.2,3,0.6000000000000001,59,138.0
Ciphersquares Official,3,0.33,0.11,0.01,4,0.04,1198,3623.0
Gorilla Nemesis,2,0.22,1.1,0.03,55,1.65,1321,5000.0
Diplo x FriendsWithYou,5,0.55,0.38,0.15,5,0.75,359,1326.0
POW NFT,4,0.44,0.24,0.03,14,0.42,1735,5861.0
CC Time Travel,3,0.33,300.0,0.1,3,0.30000000000000004,1992,1.0
CryptoVerse Spike,1,0.11,0.06,0.02,2,0.04,1131,3333.0
MunchiesNFT Collection,3,0.33,0.2,0.02,9,0.18,1676,4530.0
Mutant Ape Planet,2,0.22,0.04,0.02,3,0.06,3892,6799.0
Eyes of Fashion Official,4,0.44,0.12,0.04,11,0.44,3309,8888.0
Digital Animals Soul Passes,5,0.55,62.5,0.0,5,0.0,1596,8.0
Bear DAO,1,0.11,20.0,0.01,1,0.01,323,5.0
DI Animals,9,0.99,0.2,0.04,18,0.72,3564,8887.0
Punk69,5,0.55,1.66,0.0,83,0.0,570,5000.0
Castle Kid By Colin Tilley,6,0.66,0.15,0.02,15,0.3,4741,10000.0
Doodled Punks (DUNKS),8,0.88,1.28,0.01,32,0.32,1091,2500.0
dogedash,2,0.22,0.15,0.05,6,0.30000000000000004,1572,4120.0
Skeleton-Bit,8,0.88,1.58,0.0,79,0.0,1492,5000.0
UAE NFT - From Desert To Mars | Arefeh Norouzi,4,0.44,400.0,0.02,4,0.08,1499,1.0
UAE NFT - From Desert To Mars | Jasim Al Bulushi,4,0.44,400.0,0.02,4,0.08,1443,1.0
UAE NFT - From Desert To Mars | Kristel Bechara,4,0.44,400.0,0.02,4,0.08,1486,1.0
Budverse Cans - Heritage Edition,16,1.75,0.94,0.3,18,5.3999999999999995,1253,1907.0
Bear Game Gen Y,4,0.44,0.37,0.02,13,0.26,391,3521.0
Bear Game NFT,3,0.33,0.1,0.0,10,0.0,935,10498.0
CityDAO Citizenship,18,1.97,600.0,0.39,18,7.0200000000000005,5005,3.0
Bad Bunnies NFT,8,0.88,0.42,0.03,23,0.69,1921,5500.0
Bloot Girls,5,0.55,0.18,0.0,5,0.0,1210,2774.0
Chill Frogs NFT,9,0.99,0.37,0.02,22,0.44,2435,6000.0
Neo Tokyo Outer Item Caches,8,0.88,0.19,0.27,8,2.16,3766,4290.0
NeoTokyo Outer Identities,8,0.88,0.18,2.0,8,16.0,4090,4495.0
Project Ririsu,1,0.11,0.02,0.03,1,0.03,2429,5555.0
Alpha Kongs Club - AKC,1,0.11,0.02,0.27,2,0.54,5346,8888.0
The 1336 Coach Pop Collection,3,0.33,12.0,0.08,3,0.24,411,25.0
Rue Arcana,5,0.55,0.25,0.01,14,0.14,1496,5622.0
Slashes,5,0.55,2.34,0.03,24,0.72,428,1024.0
TurkeysMegaverse,1,0.11,0.13,0.02,10,0.2,3184,7777.0
DASK - Dead Army Skeleton Klub,2,0.22,0.14,0.08,10,0.8,1797,6969.0
EMPWR,2,0.22,0.48,0.02,5,0.1,480,1050.0
McApe McDoodleson Society,2,0.22,0.89,0.01,43,0.43,674,4806.0
CryptoCastles Official,1,0.11,0.1,0.0,1,0.0,417,1001.0
Yokai Kingdom Genesis,8,0.88,0.25,0.04,22,0.88,2575,8888.0
Official Chill With Jesus,5,0.55,1.13,0.0,50,0.0,650,4444.0
Dawn Key,3,0.33,300.0,0.24,3,0.72,154,1.0
Verbs by Kinesis,1,0.11,0.29,0.02,1,0.02,121,339.0
Chromospheres,3,0.33,0.85,0.06,6,0.36,306,707.0
The Daily Gwei - 1 Year Anniversary NFT,2,0.22,0.55,0.3,2,0.6,308,365.0
Pidgies: Squab ID Passes,7,0.77,233.33,0.01,7,0.07,350,3.0
Baby Toads,2,0.22,0.11,0.0,4,0.0,1336,3537.0
dGenesis Prime,1,0.11,0.3,0.02,1,0.02,73,332.0
Vortex by Spectra.art,5,0.55,1.13,0.02,16,0.32,587,1414.0
Lostgirl NFT,1,0.11,0.19,0.04,6,0.24,946,3126.0
vibesdotart [open],11,1.21,0.5,0.01,11,0.11,2049,2222.0
Omnis by Tiny Blocks,2,0.22,2.86,0.03,4,0.12,107,140.0
Quilts on-chain,6,0.66,0.38,0.0,15,0.0,1229,4000.0
Primitive Dream,1,0.11,50.0,0.0,1,0.0,2,2.0
OnChain Sands,3,0.33,0.16,0.01,8,0.08,1394,4959.0
ETERNAL FRAGMENTS,4,0.44,0.78,0.01,22,0.22,988,2827.0
Quadrums,8,0.88,2.54,0.03,26,0.78,563,1024.0
Rainbow Nova,1,0.11,0.75,0.1,1,0.1,132,134.0
Beatnik Tiki Tribe,2,0.22,0.06,0.02,3,0.06,1547,4998.0
Fang Gang,9,0.99,0.27,0.14,24,3.3600000000000003,4402,8888.0
HatchDracoNFT,2,0.22,0.14,0.0,11,0.0,1664,8050.0
Keplers Civil Society,5,0.55,0.64,0.0,50,0.0,1992,7776.0
Mojimonsters,5,0.55,0.26,0.0,26,0.0,2039,10000.0
Lostboy NFT,7,0.77,0.2,0.08,20,1.6,3529,10000.0
weape24,7,0.77,0.17,0.01,17,0.17,4076,9900.0
Mighty Dinos,2,0.22,0.19,0.04,4,0.16,518,2057.0
New celestial objects,1,0.11,0.18,0.004,2,0.008,317,1082.0
24px Clouds,1,0.11,1.0,0.03,1,0.03,69,100.0
ArcadeNFT,16,1.75,0.39,0.06,24,1.44,3200,6076.0
The Fuckin' Trolls,15,1.64,0.56,0.01,56,0.56,2037,10003.0
JunkYardDogs,7,0.77,0.33,0.04,26,1.04,3411,7977.0
Brick Head Derivative Punks,2,0.22,0.4,0.02,2,0.04,205,500.0
Smart Zombie Lab,2,0.22,0.12,0.01,3,0.03,962,2550.0
HODL GANG,4,0.44,0.3,0.01,9,0.09,1097,2999.0
Dope Shibas,7,0.77,0.81,0.02,80,1.6,4027,9899.0
Redemption - Generative Art,4,0.44,0.49,0.01,5,0.05,471,1024.0
Don't touch my cheek!,1,0.11,3.08,0.01,4,0.04,76,130.0
ChainRings,2,0.22,0.29,0.03,3,0.09,508,1024.0
Whatever cat,1,0.11,2.11,0.03,2,0.06,46,95.0
DOT EYES,1,0.11,0.99,0.11,1,0.11,58,101.0
Procedural Space,3,0.33,0.09,0.01,9,0.09,1465,10000.0
Running Against Sadness,1,0.11,3.45,0.05,1,0.05,24,29.0
MASLO,1,0.11,7.14,0.02,1,0.02,71,14.0
understood,1,0.11,2.22,0.15,1,0.15,27,45.0
bktr.io,4,0.44,2.06,0.1,22,2.2,303,1066.0
Cameo Pass,23,2.52,1566.67,0.15,47,7.05,2711,3.0
CrypToad Punks,13,1.43,2.7,0.03,188,5.64,2152,6969.0
Galaxy Warriors Presale Token,5,0.55,500.0,0.03,5,0.15,1303,1.0
Galaxy-Eggs,11,1.21,0.66,0.16,66,10.56,4937,9999.0
The Nanoz - Genesis,3,0.33,2.0,0.02,10,0.2,117,500.0
0x132de8eb971134a79e5875945be9928e20b953b6,1,0.11,33.33,0.0,1,0.0,2,3.0
Voxxt Primal,1,0.11,0.08,0.01,2,0.02,526,2498.0
Weather Report Intl.,9,0.99,0.19,0.09,19,1.71,4875,9999.0
Mutant Anatomy Science Ape Club,1,0.11,0.01,0.01,1,0.01,5783,16000.0
Gunslingers Collection,5,0.55,0.1,0.04,8,0.32,3480,7777.0
Blockchain Adventures Of Bella The Blue Bot,7,0.77,0.48,0.05,15,0.75,1522,3149.0
Desperate ApeWives,4,0.44,0.1,0.29,10,2.9,4540,10000.0
The CryptoMoms,8,0.88,0.28,0.07,25,1.7500000000000002,6382,8785.0
Pixie Jars,1,0.11,0.04,0.02,2,0.04,1660,5000.0
CryptoPolz,6,0.66,0.33,0.0,32,0.0,3215,9696.0
Tylersjourney Editions,1,0.11,9.09,0.05,1,0.05,65,11.0
Friendly Reminders,1,0.11,4.0,0.7,1,0.7,23,25.0
Murder Doodles,1,0.11,0.81,0.07,1,0.07,64,124.0
