name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
CopterBois Vault,2,0.21,200.0,0.2,2,0.4,147,1.0
Tokyo Trees,2,0.21,0.27,0.04,3,0.12,412,1120.0
SingularityHeroes,2,0.21,0.16,0.0,3,0.0,667,1882.0
Supreme Skulls Genesis,1,0.11,0.07,0.05,3,0.15000000000000002,2212,4040.0
Long Neckie Ladies,12,1.29,0.57,0.3,19,5.7,1652,3332.0
SHE PROJECT NFT,10,1.07,17.76,0.06,27,1.6199999999999999,76,152.0
MavionWorld,2,0.21,0.18,0.09,4,0.36,961,2230.0
Origin And Evolution V2,1,0.11,0.02,0.039,1,0.039,59,4988.0
Rowdy Roos,1,0.11,0.02,0.04,2,0.08,4099,9999.0
NFT Dino Club,1,0.11,0.03,0.037,1,0.037,109,3785.0
Inflection by Jeff Davis,6,0.64,8.86,0.85,7,5.95,70,79.0
Mint Pass Berlin Collection | Casey REAS,4,0.43,4.0,2.22,4,8.88,40,100.0
TR Lab X AI 2041 Collector Cards,4,0.43,62.5,0.18,5,0.8999999999999999,222,8.0
Diplo x FriendsWithYou,4,0.43,0.3,0.08,4,0.32,367,1326.0
Unattended V2,1,0.11,50.0,0.0,1,0.0,2,2.0
Open Head NFT,1,0.11,0.07,0.02,2,0.04,1348,3021.0
Phouns NFT,6,0.64,0.46,0.0,17,0.0,812,3661.0
BlueWorld Metaverse,1,0.11,0.03,0.03,1,0.03,812,3536.0
2545 By Gr4y,10,1.07,0.2,0.0,20,0.0,2949,9997.0
dubtags,1,0.11,0.01,0.0,1,0.0,25,17296.0
Infinite Tiles,10,1.07,1.22,0.02,23,0.46,969,1878.0
Bastard,1,0.11,0.1,0.01,1,0.01,334,1000.0
Todd & Rahul's Angel Fund,4,0.43,1.0,1.0,4,4.0,396,399.0
CryptoBauhaus,4,0.43,1.31,0.07,9,0.6300000000000001,319,685.0
The Nanoz - Genesis,1,0.11,1.0,0.02,5,0.1,118,500.0
Moran Victoria Sabbag,1,0.11,20.0,0.0,1,0.0,2,5.0
OmniDiyApe,9,0.97,0.77,0.04,12,0.48,1063,1557.0
Akuma Origins,5,0.54,0.2,0.57,11,6.27,2032,5555.0
SKULLTOONS Gavroche by Theodoru,1,0.11,0.01,0.05,1,0.05,4679,7777.0
DIESEL NFTs,1,0.11,25.0,0.08,1,0.08,560,4.0
Komorebi No Sekai,1,0.11,2.0,0.0,1,0.0,12,50.0
Bored.Ai MemberChip,2,0.21,0.14,0.14,13,1.8200000000000003,703,9286.0
Bored.Ai Disk,2,0.21,200.0,0.02,2,0.04,761,1.0
Exclusible Private Islands,1,0.11,4.0,0.0,1,0.0,17,25.0
Nervous Gorilla Face Team NGFT,1,0.11,0.22,0.03,1,0.03,129,450.0
Crypto Bears - By CBS,1,0.11,0.01,0.12,1,0.12,3726,6890.0
Snoop Dogg - B.O.D.R,2,0.21,44.83,0.1,13,1.3,3146,29.0
SUPERPLASTIC: SUPERGUCCI,2,0.21,3.0,4.48,15,67.2,357,500.0
Eyes of Fashion Official,5,0.54,0.14,0.03,12,0.36,3243,8888.0
Ethereum Towers,1,0.11,0.04,0.45,1,0.45,1527,2761.0
CryptoPunks V1 (wrapped),11,1.18,3.23,6.99,78,545.22,661,2414.0
Dissrup - Ducks,2,0.21,100.0,0.04,3,0.12,536,3.0
NFT Bored Bunny,2,0.21,0.04,0.07,2,0.14,3698,4999.0
Little Lemon Friends,14,1.5,0.64,0.12,64,7.68,5454,9999.0
Crypto Bull Society,2,0.21,0.03,0.4,2,0.8,4255,7777.0
DarkEchelon,1,0.11,0.19,4.4,1,4.4,490,520.0
VOX Collectibles: Mirandus,2,0.21,0.02,0.63,2,1.26,3647,8405.0
Crypto.Chick,1,0.11,0.5,4.75,1,4.75,147,200.0
the#boi,6,0.64,9.52,0.6,8,4.8,496,84.0
Rob Gronkowski Championship Series NFTs,1,0.11,0.29,1.78,1,1.78,104,349.0
BEEPLE: EVERYDAYS - THE 2020 COLLECTION,5,0.54,0.97,27.5,7,192.5,205,722.0
F1® Delta Time,2,0.21,0.01,0.0,4,0.0,1787,40545.0
mfatches,3,0.32,0.77,0.02,7,0.14,358,905.0
Analog Summer,5,0.54,0.65,0.04,8,0.32,571,1234.0
Roc Sol Collectibles,1,0.11,2.08,0.2,1,0.2,21,48.0
Catch 22,1,0.11,100.0,0.0,2,0.0,1,2.0
Party Bones,2,0.21,0.06,0.01,3,0.03,418,5440.0
Untitled Collection #35367942,1,0.11,100.0,0.0,1,0.0,1,1.0
MoonStone Mafia,2,0.21,0.3,0.0,3,0.0,11,1000.0
Happy Little Hairdos,1,0.11,2.59,0.1,6,0.6000000000000001,136,232.0
Top.Vee.Fan,1,0.11,85.71,0.0,6,0.0,176,7.0
Blobbies,1,0.11,0.74,0.03,1,0.03,159,136.0
Soul Cafe Originals,1,0.11,28.57,0.01,2,0.02,1307,7.0
Thea : goddesses,1,0.11,4.76,1.0,1,1.0,21,21.0
Soul Cafe Genesis,2,0.21,3.45,0.05,115,5.75,1301,3333.0
Empowered By Paris Empowered Women Empower Women,1,0.11,0.62,0.2,1,0.2,148,161.0
Vigilante NFTs,4,0.43,0.55,0.09,8,0.72,407,1453.0
wrks,1,0.11,50.0,0.0,1,0.0,2,2.0
BakeryDAO,1,0.11,0.6,0.0,1,0.0,166,166.0
HearT - SFRGlMFMxD,1,0.11,100.0,0.0,1,0.0,1,1.0
NFT Video Game Museum,1,0.11,5.0,0.0,1,0.0,14,20.0
Feral File #010 - -GRAPH,1,0.11,4.0,9.0,2,18.0,22,50.0
Game Disease,3,0.32,0.09,0.08,6,0.48,1351,6500.0
Adorable Aliens Club,2,0.21,0.09,0.0,4,0.0,1067,4326.0
Lootmart,4,0.43,2.46,0.08,38,3.04,392,1544.0
Adventurers (for Lootmart),3,0.32,0.7,2.0,3,6.0,338,431.0
Croak V2,5,0.54,500.0,0.01,5,0.05,607,1.0
Lore (for Adventurers),3,0.32,0.15,0.01,3,0.03,520,1987.0
Foes (against Adventurers),3,0.32,0.24,0.02,5,0.1,597,2109.0
Loot Class (for Adventurers),2,0.21,0.37,0.04,2,0.08,216,545.0
Subsetas,1,0.11,7.14,10.0,1,10.0,14,14.0
Animonkeys,5,0.54,1.04,0.16,26,4.16,917,2500.0
Chris Piascik,2,0.21,23.08,0.1,6,0.6000000000000001,132,26.0
APY VISION NFT 2021,1,0.11,3.85,0.01,1,0.01,638,26.0
superBLOX3D,2,0.21,0.13,0.02,2,0.04,498,1570.0
GuoChanLiangXin,2,0.21,0.2,0.05,2,0.1,496,1000.0
Turtle Shell Island,2,0.21,0.04,0.01,3,0.03,1312,6989.0
Its About the Journey,1,0.11,100.0,0.0,3,0.0,1,3.0
Justin Aversano - Smoke and Mirrors - Collection of 78 Tarot Portraits,4,0.43,8.97,36.69,7,256.83,39,78.0
Crossings (Houston) - by Peter Molick,3,0.32,16.0,2.99,4,11.96,20,25.0
celestial cyclones by hideo,9,0.97,2.71,0.2,17,3.4000000000000004,317,628.0
Nucleus by Hjalmar Åström,7,0.75,2.15,0.06,11,0.6599999999999999,338,512.0
Urban Birds: Los Angeles,1,0.11,4.0,0.1,1,0.1,8,25.0
Aswang Experiments,1,0.11,50.0,0.05,3,0.15000000000000002,39,6.0
OBJECTINOS,1,0.11,16.67,0.03,1,0.03,37,6.0
Aurora IV by ge1doot,3,0.32,3.91,1.75,5,8.75,86,128.0
Layers of the Western World | Nathaniel Wise | Airdrops,1,0.11,100.0,0.9,1,0.9,20,1.0
Memories From The Other Side,2,0.21,20.0,3.0,6,18.0,18,30.0
Sup Records,6,0.64,175.0,0.01,7,0.07,627,4.0
HBD NFT,1,0.11,0.65,0.0,1,0.0,72,153.0
"Yours truly,",2,0.21,3.57,0.1,2,0.2,56,56.0
Enslaved Birth of the Cosmos,1,0.11,50.0,0.0666,1,0.0666,2,2.0
with the light,9,0.97,18.18,1.8,18,32.4,67,99.0
Layers of the Western World | Collection of 30 | Nathaniel Wise,1,0.11,10.0,0.85,3,2.55,20,30.0
From The Other Side,2,0.21,20.0,7.0,6,42.0,18,30.0
20th Century Photographs from The Alejandro Cartagena Archives,6,0.64,4.0,0.09,14,1.26,69,350.0
Friends With Beanie and Pete,1,0.11,50.0,0.02,1,0.02,63,2.0
Sewer Rat Social Club,5,0.54,0.26,0.02,23,0.46,2367,8888.0
Mutant Garden Seeder,9,0.97,3.7,2.99,19,56.81,281,513.0
MAIN OBJECT,5,0.54,17.0,0.1,17,1.7000000000000002,56,100.0
ASWANG COLLECTION,2,0.21,5.88,3.5,8,28.0,65,136.0
ETHTerrestrials migrated,2,0.21,5.0,2.0,5,10.0,41,100.0
VOID - Legacy POW NFT contract,1,0.11,0.77,0.05,5,0.25,69,651.0
Lazlo Lissitsky,4,0.43,2.87,0.25,11,2.75,179,383.0
CryptoSpinners,4,0.43,0.9,0.49,9,4.41,87,996.0
Schnitzeland,1,0.11,3.23,0.02,1,0.02,23,31.0
sosogutter,1,0.11,0.45,0.08,1,0.08,53,221.0
CryptoDrinks™,1,0.11,2.48,0.23,3,0.6900000000000001,83,121.0
Alotta Voxels,1,0.11,0.43,5.5,1,5.5,54,234.0
Foundation,1,0.11,2.04,0.03,1,0.03,14,49.0
Yura Miron V2,2,0.21,0.78,0.2,2,0.4,229,257.0
Crazy Crows Chess Club,5,0.54,0.17,0.0,14,0.0,1966,8193.0
Early Adopters: Cool Cats Comic Book Cover,7,0.75,1.66,0.04,7,0.28,378,421.0
PLANET UNKWN,1,0.11,4.35,0.02,1,0.02,10,23.0
NOOBS NFT,3,0.32,0.44,0.01,23,0.23,1087,5220.0
Amber Guzman,1,0.11,0.38,0.21,1,0.21,30,260.0
MegaKongs,4,0.43,0.63,0.29,38,11.02,1449,5995.0
Apes Together XYZ,3,0.32,1.04,0.85,4,3.4,259,386.0
MetaLibrary Founder Cards,1,0.11,1.69,0.0,1,0.0,10,59.0
Creatokia Originals,1,0.11,0.52,0.02,1,0.02,114,193.0
LIT Project One: Survive All Apocalypses,7,0.75,0.9,0.35,8,2.8,851,892.0
The Key to Creatokia,1,0.11,0.5,0.12,1,0.12,118,201.0
Guppy Gang,2,0.21,0.06,0.1,5,0.5,1603,8001.0
Easter Eggs by DragoNate,1,0.11,2.44,0.05,1,0.05,23,41.0
MegaBots NFT 01 edition,1,0.11,0.95,0.04,1,0.04,70,105.0
URS Companions,1,0.11,0.07,0.01,3,0.03,1294,4279.0
MonsterChompers,1,0.11,0.69,0.2,1,0.2,35,145.0
Future Art Access All Art Pass VeeFriends edition,6,0.64,1.26,0.14,7,0.9800000000000001,419,555.0
Truchet Styles,1,0.11,0.1,0.01,2,0.02,848,2048.0
Do Not Buy Peppers From This Collection,1,0.11,0.08,0.03,5,0.15,1252,6626.0
Kungfu Hero,3,0.32,0.05,0.0,3,0.0,1283,5637.0
Panda Golf Squad,2,0.21,0.09,0.01,3,0.03,1147,3220.0
KNEECAPs,1,0.11,1.81,0.01,24,0.24,285,1324.0
Ksoids,4,0.43,1.6,0.15,16,2.4,238,1000.0
NyanDogg,3,0.32,1.89,0.7,4,2.8,100,212.0
EulerBeats Enigma,3,0.32,9.26,2.5,5,12.5,102,54.0
Cyberpunkz Official,1,0.11,0.07,0.02,3,0.06,410,4367.0
DANKBOTS,4,0.43,1.69,0.05,18,0.9,328,1067.0
hedsTAPE 03,2,0.21,5.07,0.05,11,0.55,84,217.0
Champion x Non-Fungible People,1,0.11,0.11,0.02,1,0.02,646,873.0
Quantum Art Mint Pass,2,0.21,100.0,3.6,2,7.2,23,2.0
Floor Tracks,1,0.11,1.0,0.05,1,0.05,9,100.0
Nue Geo,5,0.54,0.82,0.01,12,0.12,721,1457.0
Dirt Collection,2,0.21,60.0,0.17,3,0.51,89,5.0
NFT-LOTTERY - H4N9ayh2uU,1,0.11,0.2,0.11,1,0.11,496,500.0
Anna Condo,1,0.11,8.33,0.45,1,0.45,128,12.0
FoliaVirus,2,0.21,0.33,0.01,2,0.02,607,608.0
Rockstars of EPNS,1,0.11,1.0,5.0,1,5.0,88,100.0
BeyondNFT [Ethereum],1,0.11,1.69,0.05,1,0.05,193,59.0
Colorglyphs,7,0.75,3.65,3.89,19,73.91,153,520.0
The Collab.Land Patron NFT,1,0.11,0.75,5.0,1,5.0,133,133.0
Lowest Effort Punks,5,0.54,1.09,0.0,10,0.0,288,916.0
ETH Walkers,5,0.54,0.27,0.01,10,0.1,1247,3720.0
Sabet Sketchbook,2,0.21,3.03,0.06,2,0.12,284,66.0
Gods Unchained Collectibles,2,0.21,0.01,0.01,4,0.04,7869,37935.0
Arcona Digital Land,3,0.32,0.02,0.05,3,0.15000000000000002,4292,14180.0
Farm Land by Pixels,5,0.54,0.16,0.36,8,2.88,2333,5000.0
Nudie Community Official,4,0.43,0.13,0.02,13,0.26,4794,10000.0
Roo Troop,2,0.21,0.09,0.14,5,0.7000000000000001,2321,5502.0
Spiky Space Fish United,9,0.97,0.34,0.02,34,0.68,3243,10000.0
Cosmodinos Alpha,1,0.11,0.34,0.22,3,0.66,485,888.0
MattPaulson Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Fierce NFTs,1,0.11,0.38,0.02,14,0.28,1132,3669.0
Attraction by Jos Vromans,9,0.97,3.38,0.17,15,2.5500000000000003,264,444.0
Jolly Elves,1,0.11,0.84,0.01,5,0.05,358,594.0
Citizenz Genesis,2,0.21,0.44,0.01,22,0.22,2240,5000.0
J. Pierce & Friends,4,0.43,0.25,0.02,10,0.2,1957,4000.0
Royal Watches,1,0.11,0.02,0.015,1,0.015,229,4998.0
Fat Ape Club,2,0.21,0.03,0.02,3,0.06,5346,9999.0
DeadHeads Vessels,3,0.32,2.47,0.11,27,2.97,585,1094.0
BRAiN VOMiTS GARDEN,8,0.86,0.72,0.16,32,5.12,2265,4444.0
Skeletongues,3,0.32,0.39,0.03,20,0.6,2339,5098.0
BoringStone Genesis Collection,5,0.54,0.16,0.01,16,0.16,3035,10000.0
Cosmodinos Gods,1,0.11,2.27,2.0,2,4.0,73,88.0
BroadcastersNFT,1,0.11,0.04,0.01,3,0.03,2476,7777.0
Extra Dimensional Beings,1,0.11,1.0,0.09,1,0.09,109,100.0
The Soul Is Soil,1,0.11,2.5,0.2,1,0.2,24,40.0
Steve Aoki,5,0.54,0.31,0.1,9,0.9,971,2942.0
Round Robin Passes,1,0.11,14.29,0.05,1,0.05,3,7.0
Black NFT Art - Rise Token,2,0.21,200.0,0.05,2,0.1,250,1.0
Hair Monsters,1,0.11,3.92,0.1,2,0.2,16,51.0
Katana N Samurai : The Last Ramen,1,0.11,0.93,0.02,13,0.26,752,1398.0
Sushipico Set,1,0.11,0.4,0.01,4,0.04,613,1000.0
DataSyndicateNFT,1,0.11,1.67,3.0,1,3.0,57,60.0
Hexelz,1,0.11,2.63,33.0,1,33.0,38,38.0
Royal VIP Badges,1,0.11,100.0,0.06,1,0.06,168,1.0
Through the Window by Reva,2,0.21,0.51,0.2,2,0.4,271,391.0
Nifty Island: Legendary Pistols,6,0.64,0.46,0.08,17,1.36,1922,3664.0
Blockchain Miners Club Official,2,0.21,0.18,0.18,4,0.72,1483,2221.0
raveneously enraptured pepe forever kisses cleopatra,1,0.11,5.56,0.0,1,0.0,6,18.0
Space Shiba Cards,4,0.43,19.05,0.01,4,0.04,1020,21.0
Legends of Venari Gilded Pass,2,0.21,0.5,0.85,3,2.55,369,600.0
Two Bit Bears,5,0.54,0.18,0.01,9,0.09,1590,5000.0
GEOMETRICFORMS,2,0.21,3.0,1.0,3,3.0,80,100.0
Nice Skunks,2,0.21,0.43,0.02,2,0.04,411,466.0
Mythologicals,3,0.32,0.6,0.06,6,0.36,404,1000.0
Black Holes NFT,1,0.11,3.33,0.0,1,0.0,19,30.0
BLU Blox,7,0.75,0.16,0.01,16,0.16,3746,10000.0
Skullx: Aeons,3,0.32,0.15,0.07,3,0.21000000000000002,734,2000.0
Loot (for SpacePepes),1,0.11,2.0,0.09,4,0.36,24,200.0
Prism NFT,1,0.11,2.0,3.33,2,6.66,23,100.0
Rickstro Frens,2,0.21,0.07,0.01,6,0.06,2514,9196.0
Skullx: Editions,3,0.32,150.0,0.08,3,0.24,257,2.0
The Nemesis Companions,5,0.54,0.44,0.03,26,0.78,1440,5909.0
RUUMZ,3,0.32,0.7,0.0,25,0.0,1164,3560.0
Royal Society of Players,2,0.21,0.45,0.08,45,3.6,1542,10000.0
Astro Frens,3,0.32,0.05,0.05,5,0.25,3096,9943.0
Musee,2,0.21,1.56,0.07,34,2.3800000000000003,355,2182.0
Dr. Apes,1,0.11,0.9,0.08,10,0.8,332,1106.0
SpaceShibas,4,0.43,0.29,0.02,15,0.3,1055,5155.0
Katana N Samurai,1,0.11,1.37,0.02,27,0.54,647,1978.0
Eggs of Degen'$ Farm,1,0.11,3.85,2.0,1,2.0,20,26.0
LandVault: Genesis,2,0.21,200.0,0.39,2,0.78,208,1.0
Jellyhungry,1,0.11,3.12,0.0035,3,0.0105,25,96.0
Satoshibles,4,0.43,0.1,0.15,5,0.75,1461,5000.0
Lands of Degen'$ Farm,1,0.11,0.38,0.05,1,0.05,72,261.0
BeyondNFT Factories,2,0.21,1.3,0.05,2,0.1,76,154.0
Crypto Kombat Collection,1,0.11,7.32,0.01,6,0.06,348,82.0
Toxic Skulls Club,3,0.32,0.05,0.13,5,0.65,4581,9999.0
Apex Optimizers Official,2,0.21,0.23,0.05,2,0.1,420,888.0
Aurora reflections,1,0.11,4.0,0.15,1,0.15,11,25.0
Koshiro Genesis,1,0.11,1.19,0.0,24,0.0,356,2025.0
Shitty Fucking Tokens,1,0.11,0.26,0.05,1,0.05,148,379.0
Dissrup x 33NFT,2,0.21,60.0,0.02,3,0.06,779,5.0
Spiky Space Fish Origins,1,0.11,0.67,0.18,3,0.54,195,446.0
Exodia Analytics,1,0.11,100.0,0.1,1,0.1,282,1.0
ALPACADABRAZ,6,0.64,0.23,0.27,22,5.94,4436,9669.0
Dreaming Doge,1,0.11,31.25,0.08,5,0.4,536,16.0
Lazy Lions Bungalows,7,0.75,0.1,0.04,10,0.4,4575,10262.0
SpacePunksClub,4,0.43,0.04,0.05,4,0.2,4313,9995.0
Angry Penguins Grotto Gang,1,0.11,0.01,0.0,1,0.0,4628,8719.0
Astro Apes Official,2,0.21,0.21,0.02,2,0.04,378,946.0
Kaleidoscope by Loren Bednar,6,0.64,16.22,0.0,6,0.0,31,37.0
Parnassus by mpkoz,5,0.54,6.52,3.85,6,23.1,71,92.0
Non-Living by Gabriel Massan,5,0.54,19.35,0.0,6,0.0,26,31.0
RadarScope,5,0.54,8.96,0.15,6,0.8999999999999999,48,67.0
Boreta - Ephemeros,7,0.75,10.96,0.7,8,5.6,55,73.0
Mazinaw by EDG,4,0.43,2.08,0.14,5,0.7000000000000001,134,240.0
Mint Pass Berlin Collection | Alida Sun,1,0.11,1.0,0.0,1,0.0,10,100.0
madebymetsa x cb,2,0.21,200.0,1.0,2,2.0,192,1.0
Daemonica Entities,1,0.11,0.27,0.28,3,0.8400000000000001,444,1107.0
KLIST Membership,1,0.11,0.16,0.02,1,0.02,595,617.0
Oki's World,3,0.32,0.9,0.05,5,0.25,267,555.0
24 Heures by Alexis André,7,0.75,12.28,500.0,7,3500.0,57,57.0
SWAYILS,4,0.43,1.58,0.03,7,0.21,277,444.0
CryptoZv3r Collection,1,0.11,100.0,1.0,1,1.0,8,1.0
CryptoNewYorkerBanner,7,0.75,70.0,0.08,7,0.56,478,10.0
ASM AIFA Genesis,7,0.75,0.11,4.88,11,53.68,555,10000.0
Radical Digital Painting,1,0.11,1.26,0.9,3,2.7,83,239.0
The Worm NFT,5,0.54,0.69,0.15,5,0.75,722,722.0
Stimaes,3,0.32,1.5,0.05,5,0.25,203,333.0
Picture a Change,1,0.11,2.5,2.0,1,2.0,8,40.0
Veritable by Shvembldr,1,0.11,2.0,0.22,2,0.44,68,100.0
PR-Abstraction,1,0.11,100.0,0.0,1,0.0,1,1.0
Classical Cyborgs,1,0.11,0.5,0.01,1,0.01,56,200.0
Bomengo Art,1,0.11,2.38,0.1,1,0.1,20,42.0
MoonShotBots V3,3,0.32,2.96,3.0,6,18.0,158,203.0
YOLO HODLers,2,0.21,10.0,1.0,2,2.0,5,20.0
U.F.A: Unidentified Flying Art,2,0.21,0.78,0.1,2,0.2,225,258.0
Gyre by Shvembldr,5,0.54,4.29,0.7,6,4.199999999999999,88,140.0
Astraglade,5,0.54,0.83,0.02,6,0.12,548,721.0
ONY 2 by Shvembldr,3,0.32,14.29,1.0,10,10.0,48,70.0
RSS Fruits Token,1,0.11,2.13,0.0,1,0.0,47,47.0
8-bit Tits,3,0.32,4.69,0.1,12,1.2000000000000002,96,256.0
The Treasure Chests,1,0.11,1.17,0.05,3,0.15000000000000002,82,256.0
GEOMETRIC  BODIES,1,0.11,4.17,0.11,1,0.11,2,24.0
Laguna Beach,3,0.32,5.88,0.01,3,0.03,16,51.0
Cryptohash,1,0.11,1.23,0.01,1,0.01,4,81.0
Unidentified contract,2,0.21,0.54,0.0,4,0.0,928,746.0
Nate Mohler - Painted Cities,1,0.11,100.0,1.2,1,1.2,3,1.0
PMC - Collaborations,2,0.21,200.0,0.01,2,0.02,407,1.0
Lucky Tiger NFT,1,0.11,2.17,0.09,2,0.18,39,92.0
Painted Cities,1,0.11,2.63,0.0,1,0.0,19,38.0
Enlightened Owl Council,1,0.11,1.18,0.05,2,0.1,86,169.0
Untitled Collection #144143726,1,0.11,100.0,0.0,1,0.0,1,1.0
AssetWrapper,1,0.11,0.88,5.0,1,5.0,101,113.0
Shiba Social Club Official Collection,1,0.11,0.03,0.08,2,0.16,4940,7777.0
Forgotten Runes Beast Spawn,3,0.32,3.33,2.75,7,19.25,131,210.0
Just Some Fuckin' Goats,1,0.11,3.15,2.35,10,23.5,41,317.0
Idols NFT,4,0.43,0.22,0.23,22,5.0600000000000005,1731,9999.0
CAR by SHL0MS,3,0.32,0.3,0.19,3,0.5700000000000001,703,990.0
Misan Harriman,1,0.11,8.33,10.0,1,10.0,7,12.0
LYLO,1,0.11,2.78,0.03,1,0.03,89,36.0
SemiSupers by SeeMikeDraw,4,0.43,0.43,0.02,24,0.48,1290,5555.0
Sarah Meyohas Speculations,1,0.11,3.33,2.5,1,2.5,14,30.0
Crypt2,1,0.11,6.67,0.08,1,0.08,8,15.0
Snapped,1,0.11,1.41,0.4,1,0.4,51,71.0
VerticalCrypto Art Auction,1,0.11,5.13,0.0,2,0.0,18,39.0
HilariousHuskies,2,0.21,0.78,0.02,2,0.04,99,255.0
Parameters (for Functions),1,0.11,1.27,0.0,1,0.0,33,79.0
Explore (Bnw),1,0.11,3.85,0.18,1,0.18,20,26.0
Bitchcoin,2,0.21,0.76,1.3,25,32.5,277,3291.0
Proof of Work V1,2,0.21,10.81,5.0,4,20.0,19,37.0
Unencrypted Punks,3,0.32,0.46,0.1,3,0.30000000000000004,119,648.0
Brian L. Frye,1,0.11,33.33,0.0,1,0.0,3,3.0
Song A DAO,2,0.21,1.76,0.23,13,2.99,234,738.0
Monster Satoshibles,2,0.21,0.14,0.06,3,0.18,511,2190.0
Slimes Art,1,0.11,25.0,0.009,1,0.009,283,4.0
The Artieverse,3,0.32,0.4,0.23,18,4.140000000000001,1701,4486.0
MV3 - Access Passes,1,0.11,0.06,1.16,1,1.16,657,1560.0
Fishman's Laboratory - Official Experiments,1,0.11,0.12,0.01,2,0.02,885,1663.0
SmallBrosNFT,2,0.21,0.06,0.06,5,0.3,5518,8888.0
Tubby Kevins,1,0.11,0.18,0.0,10,0.0,1400,5698.0
Cosmiqs Official Collection,1,0.11,0.04,0.01,2,0.02,3166,5555.0
Kool Kevs,1,0.11,0.18,0.02,1,0.02,197,555.0
OnlyKevin,1,0.11,0.89,0.0,11,0.0,662,1234.0
CartoonsNFT,2,0.21,0.04,0.03,3,0.09,4811,7776.0
Funky Salamanders,1,0.11,0.2,0.0,5,0.0,711,2510.0
Sheet Fighter,4,0.43,0.55,0.02,49,0.98,1043,8887.0
Legion Ventures - Access Token,1,0.11,100.0,0.01,4,0.04,479,4.0
Meemos World,3,0.32,0.18,0.02,12,0.24,2773,6666.0
LETS APE,1,0.11,0.54,0.0,18,0.0,1262,3333.0
CryptoNobles,5,0.54,0.72,0.01,18,0.18,1104,2500.0
AFTRMRKT,1,0.11,15.38,0.01,6,0.06,347,39.0
Genetically Spliced Ape Labs,2,0.21,0.2,0.0,4,0.0,865,2046.0
JiggyVerse,1,0.11,0.18,0.0,2,0.0,570,1139.0
CATGIRL ACADEMIA,3,0.32,0.36,0.49,25,12.25,1052,6969.0
ZukiPunks,1,0.11,0.86,0.0,9,0.0,300,1049.0
little frens,1,0.11,0.1,0.0,4,0.0,1350,4000.0
Rollbit VIP Passes,4,0.43,0.36,0.06,4,0.24,720,1100.0
Cryptic Cows,1,0.11,8.29,0.02,29,0.58,144,350.0
Piggie Palz Zombie Edition 2021,1,0.11,0.29,0.1,1,0.1,194,342.0
MirrorWorld,2,0.21,0.03,0.04,2,0.08,1453,6580.0
Anonymice,2,0.21,0.05,0.7,5,3.5,344,10000.0
NonceBox Hall of Fame,2,0.21,3.61,0.5,3,1.5,73,83.0
ColoredRainbow,1,0.11,0.44,0.01,1,0.01,91,226.0
BurnyBoy,2,0.21,0.24,0.0,3,0.0,628,1239.0
nightmare out,1,0.11,2.82,0.02,2,0.04,28,71.0
Vectorscapes,1,0.11,0.18,0.01,1,0.01,245,562.0
RedMeaw,2,0.21,6.33,0.08,10,0.8,69,158.0
The Michis,1,0.11,0.2,0.04,1,0.04,217,500.0
PowerUps V2,1,0.11,33.33,0.5,1,0.5,1155,3.0
Token Garden,9,0.97,1.51,0.1,9,0.9,594,596.0
Buckets Club,3,0.32,0.7,1.46,7,10.219999999999999,634,1000.0
The KILLAZ,3,0.32,0.14,0.03,14,0.42,4053,9971.0
Save the Martians,2,0.21,0.03,0.0,4,0.0,4042,14166.0
StripperVille NFTs,1,0.11,0.03,0.1,1,0.1,623,3010.0
Cute Pig Club,2,0.21,0.14,0.01,14,0.14,2156,10000.0
AnimalWorldWar,1,0.11,0.06,0.01,1,0.01,578,1728.0
Cash Grab NFT,2,0.21,0.07,0.01,4,0.04,1008,5608.0
Ugly Cuties Art Club (UCAC),2,0.21,0.03,0.01,3,0.03,174,9980.0
Goldweard Crystal Pops 10K,1,0.11,0.01,0.02,1,0.02,321,10000.0
The Pixel Portraits,4,0.43,1.35,0.99,9,8.91,471,668.0
No Fun Toads,1,0.11,0.05,0.02,1,0.02,625,2157.0
Ethereans Official,3,0.32,0.27,0.03,30,0.8999999999999999,2679,11000.0
Charming flowers,1,0.11,1.72,0.03,1,0.03,34,58.0
mETHLasereyes,1,0.11,0.8,0.05,1,0.05,7,125.0
Jon Noorlander,2,0.21,0.18,0.17,3,0.51,203,1701.0
DickPunks!,1,0.11,0.15,0.0,1,0.0,202,664.0
JustAnEgg.,1,0.11,1.35,0.01,12,0.12,527,888.0
America Unmasked,1,0.11,1.61,0.0,1,0.0,4,62.0
Global Footprint,1,0.11,16.67,0.0,1,0.0,3,6.0
NBAYC,2,0.21,0.06,0.01,3,0.03,1948,5000.0
Surf Punks NFT,3,0.32,1.4,0.32,7,2.24,336,500.0
Praying Hands Club,3,0.32,0.81,0.05,18,0.9,435,2222.0
Bricktopians by Law Degree,7,0.75,0.16,0.1,16,1.6,4937,9999.0
Lumps World,3,0.32,0.8,0.4,4,1.6,276,500.0
DesCraniums,5,0.54,100.0,1.0,5,5.0,50,5.0
EtherLambos,1,0.11,0.06,0.89,1,0.89,772,1800.0
BillionaireSkullClub,1,0.11,0.04,0.0,2,0.0,1922,4453.0
