name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
Tri3es Official,3,0.32,0.56,0.02,19,0.38,1290,3384.0
Forgotten Babies Wizard Orphanage,10,1.08,2.27,0.03,227,6.81,1403,10000.0
Hero Galaxy: Heroes,1,0.11,0.02,0.62,1,0.62,701,5555.0
Turf Plots,20,2.16,2.04,0.28,103,28.840000000000003,2109,5041.0
Heroes NFT Collection,5,0.54,0.45,0.12,15,1.7999999999999998,850,3334.0
Lil' Heroes by Edgar Plans,3,0.32,0.1,0.67,8,5.36,4128,7776.0
Staked Plot,6,0.65,1.7,0.0,277,0.0,2279,16312.0
Loot: Explorers,13,1.4,0.59,0.03,47,1.41,2403,8003.0
Flyfish Club,18,1.94,0.89,3.84,27,103.67999999999999,1310,3035.0
Generative Dungeon,8,0.86,0.43,0.32,13,4.16,1808,3000.0
Wizards & Dragons Game - Sacrificial Altar,9,0.97,228.57,0.05,16,0.8,1976,7.0
Brkfst World,9,0.97,0.55,0.02,23,0.46,1769,4197.0
NFT Worlds,14,1.51,0.17,9.1,17,154.7,806,10000.0
Spells (for Wizards and other Adventurers),2,0.22,0.7,0.01,19,0.19,590,2699.0
CryptoKings.art,1,0.11,1.81,0.03,10,0.3,157,551.0
Decentraland Names,11,1.19,0.04,0.05,14,0.7000000000000001,13070,33575.0
Larva Lads,34,3.67,1.38,0.09,69,6.21,2677,5000.0
FEWOCiOUS x FewoWorld: Paint,13,1.4,0.23,0.7,17,11.899999999999999,1544,7303.0
Neo Tokyo Outer Citizen,3,0.32,0.11,2.75,3,8.25,2502,2704.0
On Chain Kongz (Untradable),13,1.4,1700.0,0.0,17,0.0,0,0.0
OKPC,63,6.8,4.36,0.1,357,35.7,3550,8192.0
Chapter V: Glitch by Micah Johnson,4,0.43,0.41,0.7,8,5.6,694,1931.0
Aku: Chapter III by Micah Johnson,4,0.43,0.81,1.34,13,17.42,399,1596.0
Aku: The Moon God Open Edition by Micah Johnson,5,0.54,0.64,1.98,9,17.82,496,1402.0
CyberBrokers,55,5.93,2.81,4.5,281,1264.5,3681,9987.0
PUNKS 2: BBA Collector's Edition,14,1.51,2.0,0.34,15,5.1000000000000005,721,750.0
New World Order - NWO,8,0.86,0.4,0.02,29,0.58,3175,7238.0
Zipcy's SuperNormal,70,7.55,1.68,0.38,149,56.62,4523,8888.0
Full Body Mutant Club,3,0.32,0.74,0.02,8,0.16,392,1077.0
CryptoBatz by Ozzy Osbourne,22,2.37,0.34,0.19,33,6.2700000000000005,6628,9666.0
3DBears,10,1.08,0.38,0.0,38,0.0,3477,10000.0
Summer Bears,12,1.29,0.32,0.01,32,0.32,4614,10000.0
Wolf Game - Wool Pouch,31,3.34,2.26,0.35,215,75.25,2969,9520.0
Crypto Citizens,31,3.34,1.95,0.7,58,40.599999999999994,1395,2979.0
NeoTokyo Citizens,6,0.65,0.39,13.5,8,108.0,1963,2067.0
Aku Chapter VI: Home by Micah Johnson,5,0.54,0.43,0.64,8,5.12,601,1854.0
Wolf Game - Genesis Land,42,4.53,1.8,0.26,360,93.60000000000001,5167,19972.0
Wolf Game - Farmer,32,3.45,2.15,0.55,252,138.60000000000002,3322,11738.0
Toy Boogers,16,1.73,1.68,0.44,56,24.64,2037,3334.0
LushSux.io,16,1.73,0.86,0.02,38,0.76,2028,4423.0
CreatureToadz,15,1.62,0.42,0.04,37,1.48,4014,8888.0
Ecumenopolis by Joshua Bagley,14,1.51,3.55,1.49,24,35.76,428,676.0
ArcadeNFT - ToadRunnerz,25,2.7,0.61,0.04,29,1.16,3072,4777.0
Eponym by ART AI,25,2.7,1.11,0.06,111,6.66,2897,9986.0
Choadz,28,3.02,1.97,0.04,97,3.88,2253,4917.0
Winter Bears,14,1.51,0.37,0.06,37,2.2199999999999998,4592,10000.0
CyberKongz VX,28,3.02,0.32,1.38,48,66.24,2939,14824.0
SupDucks,29,3.13,0.87,1.09,87,94.83000000000001,3597,10001.0
The Fungible by Pak,13,1.4,0.29,3.4,18,61.199999999999996,892,6302.0
Arcade Land,9,0.97,0.2,1.17,20,23.4,5657,10000.0
BEANZ Official,64,6.9,1.16,5.45,231,1258.95,6520,19926.0
Relics Pass,3,0.32,0.4,5.8,4,23.2,871,1000.0
"Bobu, the Bean Farmer",25,2.7,2500.0,0.2,25,5.0,12685,1.0
Baby Devs NFT (OFFICIAL),1,0.11,0.6,0.047,2,0.094,83,333.0
Internet Game Token,2,0.22,0.04,0.08,3,0.24,1191,8000.0
AMBUSH OFFICIAL POW! REBOOT,6,0.65,0.4,0.1,8,0.8,1263,2022.0
HENI: Damien Hirst - The Empresses,6,0.65,0.85,0.78,11,8.58,738,1291.0
Women of Crypto,4,0.43,0.26,0.02,23,0.46,5066,8888.0
Azuki,58,6.26,1.38,26.65,138,3677.7,5480,10000.0
Book Games,1,0.11,1.13,0.46,2,0.92,120,177.0
EvoSnails GardenScapes,2,0.22,0.27,0.01,5,0.05,651,1841.0
FoxFam,8,0.86,0.23,0.29,23,6.67,3594,10000.0
Damien Hirst - The Currency,37,3.99,2.16,3.59,49,175.91,1774,2272.0
Cool Cats NFT,70,7.55,1.82,8.4,181,1520.4,5385,9941.0
VeeFriends,74,7.98,1.25,15.92,128,2037.76,5248,10255.0
mf3rs,9,0.97,0.63,0.01,54,0.54,2387,8573.0
Jake x Jenkins,25,2.7,0.93,0.02,25,0.5,2141,2689.0
Proofer DAO,35,3.78,3500.0,1.5,35,52.5,100,1.0
PUNKS 2: KING BLACKBORED Collector's Edition,10,1.08,1.6,0.19,12,2.2800000000000002,712,750.0
Game of Blocks Genesis Lands,8,0.86,0.29,0.12,8,0.96,1286,2746.0
Notorious Frogs,5,0.54,0.07,0.44,7,3.08,2743,10000.0
PolkaPets TCG,2,0.22,9.76,0.01,4,0.04,4518,41.0
Ape Society Collection,2,0.22,0.9,0.06,4,0.24,238,444.0
Mystery Far East Geisha,4,0.43,0.58,0.8,6,4.800000000000001,112,1038.0
Women We Love,3,0.32,0.88,0.07,9,0.6300000000000001,206,1019.0
The Cool by LFT,1,0.11,6.67,0.0,1,0.0,6,15.0
ESSENCE//,24,2.59,2400.0,0.62,24,14.879999999999999,2838,1.0
0xmoments by 0xmusic,6,0.65,233.33,0.1,14,1.4000000000000001,213,6.0
faat coi fish,2,0.22,0.9,0.2,2,0.4,11,222.0
Bullish Bunnies,2,0.22,1.37,0.03,5,0.15,79,365.0
0xAzukiv2,3,0.32,11.11,0.0,12,0.0,24,108.0
Antonym: GENESIS,7,0.76,0.15,0.22,13,2.86,5021,8888.0
HMC NO.1 SPEAKER NFT,3,0.32,0.74,0.3,14,4.2,156,1881.0
Crooked Cops NFT,2,0.22,6.45,0.1,2,0.2,30,31.0
AdWorld Titans,1,0.11,8.33,0.0,1,0.0,12,12.0
Rich imma,1,0.11,0.86,1.0,1,1.0,116,116.0
0xmusic,9,0.97,5.28,0.15,41,6.1499999999999995,426,777.0
LIT Project Two: Flux,33,3.56,0.85,0.02,37,0.74,4026,4369.0
Rave Pigs,4,0.43,0.2,0.01,13,0.13,2738,6657.0
Ash Chapter One: Carbon,8,0.86,1.46,2.2,11,24.200000000000003,649,752.0
FLUF World: Burrows,22,2.37,0.61,0.85,64,54.4,3471,10500.0
FOMO MOFOS,13,1.4,0.36,0.18,29,5.22,4221,8005.0
LIT Project Two: Motion,36,3.88,1.39,0.02,64,1.28,3636,4619.0
MotleySpiders,2,0.22,1.85,0.03,2,0.06,5,108.0
SuperSF,3,0.32,2.0,0.12,3,0.36,78,150.0
The Meta Rich Collection,2,0.22,0.15,0.0,2,0.0,836,1298.0
OmniFusion,4,0.43,0.57,0.02,5,0.1,443,873.0
Keep Watch Crew,4,0.43,0.39,0.03,5,0.15,689,1269.0
BitFrenchie,2,0.22,0.08,0.01,2,0.02,1043,2465.0
Beauty in the Hurting by Ryan Green,13,1.4,5.18,0.05,53,2.6500000000000004,579,1024.0
The Charming Pom,1,0.11,1.0,0.0,1,0.0,6,100.0
ASM AIFA All-Stars,25,2.7,0.82,0.22,284,62.48,3406,34504.0
ASM Brains,25,2.7,1.46,2.99,126,376.74,2736,8626.0
OmniTotems,4,0.43,0.38,0.01,11,0.11,806,2876.0
the littles NFT,14,1.51,0.31,0.29,31,8.99,5562,10000.0
Poolsuite - Executive Member,42,4.53,3.52,1.85,88,162.8,1931,2500.0
SpeakerHeads Vol. 1,3,0.32,0.76,0.02,5,0.1,324,656.0
META_GOATS,5,0.54,1.32,0.1,6,0.6000000000000001,290,455.0
Zodiac Capsules,11,1.19,0.95,0.42,89,37.379999999999995,1825,9365.0
Oh My Gourd,2,0.22,1.8,0.05,2,0.1,98,111.0
FLUF World: Thingies,16,1.73,0.54,1.19,52,61.879999999999995,3024,9580.0
SpeakerHeads Vol. 0xG3N3S1S,3,0.32,1.29,0.04,4,0.16,206,310.0
vinylkey Demonstration 1,1,0.11,2.04,0.0,1,0.0,7,49.0
BoringStone Genesis Collection,6,0.65,0.21,0.01,21,0.21,3036,10000.0
Capsule House,24,2.59,1.14,1.2,114,136.79999999999998,3880,10000.0
The Cryminals OG,1,0.11,0.06,0.01,1,0.01,637,1600.0
Crypto Fingers Club,1,0.11,1.0,0.25,1,0.25,18,100.0
Bones Club Honorary Members,1,0.11,14.29,0.0,1,0.0,7,7.0
GenHall,4,0.43,0.22,0.0,6,0.0,756,2721.0
Omnimorphs,15,1.62,0.35,0.02,32,0.64,4000,9127.0
FACA Board of Advisors,1,0.11,2.56,0.5,1,0.5,35,39.0
The Cryptid Collective Official,1,0.11,0.22,0.04,2,0.08,344,912.0
Dope Wars,8,0.86,0.6,0.08,48,3.84,2072,8000.0
Cryptorastas Collection,6,0.65,0.12,0.04,13,0.52,3647,10419.0
ODH skulls,1,0.11,4.0,0.03,1,0.03,2,25.0
"""SNUG"" series",1,0.11,0.43,0.15,1,0.15,146,232.0
KANJOZOKU,1,0.11,5.0,0.06,1,0.06,5,20.0
FLUF World,28,3.02,0.88,3.84,88,337.91999999999996,3696,9999.0
Bit Sneakers 2.0,1,0.11,0.42,5.0,1,5.0,40,236.0
Dreamloops,5,0.54,2.75,0.04,262,10.48,1946,9520.0
Things I Made On Twitch,1,0.11,33.33,0.0,1,0.0,3,3.0
The ASCIIPunks,5,0.54,0.49,0.05,10,0.5,808,2048.0
PixelPenguins NFT,1,0.11,0.99,0.1,1,0.1,72,101.0
Zora,13,1.4,0.4,0.02,36,0.72,4789,8987.0
Unstoppable Domains,17,1.83,0.01,0.0,39,0.0,64682,319050.0
YEAR OF THE WOMAN,61,6.58,2.97,0.03,175,5.25,2467,5902.0
INCEPTIONPASS,7,0.76,1.57,0.0,53,0.0,1392,3374.0
Deathbats Club,12,1.29,0.19,0.06,19,1.14,4933,10000.0
Neon Pantheon Genesis,4,0.43,0.68,0.2,6,1.2000000000000002,462,888.0
Yat Gems,6,0.65,350.0,0.07,7,0.49000000000000005,468,2.0
SHE PROJECT NFT,12,1.29,21.38,0.9,31,27.900000000000002,72,145.0
MPL Official,16,1.73,0.73,0.1,73,7.300000000000001,3478,10000.0
The World Today 10K+ Official Collection,9,0.97,5.33,0.08,59,4.72,425,1106.0
KevinToadz by CC0LABS,19,2.05,4.15,0.001,289,0.289,228,6969.0
The Subtle Art of Not Giving a Fuck x Mark Manson,23,2.48,5.05,0.08,56,4.48,725,1109.0
Unios by Electric Coffin,1,0.11,6.71,0.0,10,0.0,50,149.0
Probably Something Genesis Passes,31,3.34,23.81,3.99,40,159.60000000000002,138,168.0
Spotlight by Joshua Bagley,16,1.73,5.76,0.16,36,5.76,314,625.0
Undercover by artplusbrad,2,0.22,5.66,0.09,3,0.27,36,53.0
CryptoGrotto: Cave Monsters,6,0.65,12.5,0.08,9,0.72,37,72.0
The Tiger Cub Club,10,1.08,3.29,0.0,45,0.0,501,1367.0
Glitchy Bitches,21,2.27,6.59,0.04,77,3.08,237,1169.0
Kohi Kintsugi,18,1.94,3.29,0.19,33,6.2700000000000005,552,1003.0
10KTF,48,5.18,2.48,0.6,456,273.59999999999997,4762,18377.0
Boreta - Ephemeros,6,0.65,12.96,0.95,7,6.6499999999999995,41,54.0
AiLBUMS by GEN.ART,3,0.32,1.72,0.09,4,0.36,117,233.0
A Modern Violet NFT,13,1.4,17.82,0.6,18,10.799999999999999,80,101.0
Wandernauts,21,2.27,0.47,0.05,38,1.9000000000000001,3008,8064.0
Murder Head Death Club,8,0.86,1.44,0.04,96,3.84,2935,6666.0
psycho mfers in Paris,3,0.32,0.9,0.03,9,0.27,276,999.0
Ancient Courses of Fictional Rivers by Robert Hodgin,16,1.73,2.9,0.14,29,4.0600000000000005,565,1000.0
Mint Pass Berlin Collection | Casey REAS,6,0.65,7.0,1.15,7,8.049999999999999,58,100.0
Mint Pass Berlin Collection | Ellie Pritts,2,0.22,3.0,0.0,3,0.0,25,100.0
Mint Pass Berlin Collection | Jason Ting,2,0.22,3.0,0.0,3,0.0,25,100.0
Mint Pass Berlin Collection | Loren Bednar,2,0.22,3.0,0.0,3,0.0,29,100.0
Mint Pass Berlin Collection | Jeff Davis,3,0.32,4.0,1.0,4,4.0,43,100.0
Mint Pass Berlin Collection | mpkoz,3,0.32,4.0,3.25,4,13.0,52,100.0
Mint Pass Berlin Collection | Gabriel Massan,1,0.11,1.0,0.0,1,0.0,18,100.0
Mint Pass Berlin Collection | Alida Sun,5,0.54,6.0,0.0,6,0.0,37,100.0
Mint Pass Berlin Collection | Holger Lippmann,1,0.11,1.0,0.0,1,0.0,17,100.0
Non Fungible Conference Genesis Ticket,3,0.32,0.34,0.06,4,0.24,1038,1166.0
Phto. Curated Collection,2,0.22,22.22,0.07,2,0.14,76,9.0
0xmoments,3,0.32,150.0,0.0,3,0.0,28,2.0
CryptoVenus,1,0.11,0.27,0.06,3,0.18,411,1092.0
Phto. All Access Pass,7,0.76,700.0,0.12,7,0.84,285,1.0
Click by Ivan Dianov,10,1.08,2.4,0.05,15,0.75,368,624.0
Time travel in a subconscious mind by Jimmy Herdberg,11,1.19,5.91,0.1,12,1.2000000000000002,147,203.0
Editions X Tylersjourney,1,0.11,100.0,0.15,1,0.15,72,1.0
Dik-Dik Headz Mint Pass,4,0.43,0.95,0.25,4,1.0,270,420.0
The Wombats - Official,7,0.76,0.77,0.02,10,0.2,745,1298.0
Nametag,49,5.29,0.21,0.0,53,0.0,22334,25101.0
Masonry by Eric Davidson,14,1.51,10.0,0.1,20,2.0,134,200.0
Banksy - Gorilla in a Pink Mask,2,0.22,1.21,0.08,8,0.64,306,660.0
Charles Peterson Music Photography,2,0.22,26.67,7.02,4,28.08,12,15.0
Sacred Skulls (Official),23,2.48,0.66,0.05,59,2.95,3939,8888.0
Mirage Gallery Curated,4,0.43,2.14,0.08,21,1.68,162,983.0
Screens by Thomas Lin Pedersen,24,2.59,5.6,1.29,56,72.24000000000001,504,1000.0
Feral File #012 - Field Guide,2,0.22,6.15,0.25,4,1.0,32,65.0
gm token,5,0.54,1.2,0.95,10,9.5,743,832.0
Shaq Gives Back,13,1.4,0.9,0.02,90,1.8,5362,10000.0
BlackPixar Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Ricky Powell - Genesis Collection,2,0.22,1.4,0.03,5,0.15,154,358.0
T Eric Monroe - Genesis Collection,2,0.22,2.21,0.05,5,0.25,80,226.0
Ledger Series C,2,0.22,100.0,0.0,2,0.0,28,2.0
Piano King NFT,1,0.11,0.05,0.13,1,0.13,841,2000.0
Tin-Tin paintings : The dragon series,1,0.11,14.29,0.0,1,0.0,3,7.0
Recursion by Hevey,5,0.54,2.34,0.1,6,0.6000000000000001,182,256.0
Space Birds by Mark Cotton,2,0.22,4.26,0.45,2,0.9,41,47.0
FWB.art Miami Basel 2021,2,0.22,200.0,0.03,16,0.48,473,8.0
Feral File #009 - Unsupervised,9,0.97,0.67,0.18,24,4.32,2329,3592.0
Kohi x eepmon CityLights,16,1.73,4.8,0.04,58,2.32,559,1208.0
Golden Token Berlin,7,0.76,1.2,1.0,12,12.0,425,1000.0
Satisfy Digital Collectibles,1,0.11,4.35,0.0,1,0.0,26,23.0
PupperNFT,1,0.11,4.26,0.025,2,0.05,16,47.0
Playboy Rabbitars Official,6,0.65,0.11,0.1,13,1.3,5218,11953.0
FLUF World: Scenes & Sounds,17,1.83,79.31,0.02,46,0.92,2874,58.0
Skinned Alive,1,0.11,1.56,0.2,2,0.4,59,128.0
LaCollection - The British Museum,2,0.22,0.14,0.06,3,0.18,586,2105.0
CryptoRayRays,7,0.76,0.34,0.11,33,3.63,4938,9647.0
Dogs of Discord,1,0.11,4.0,0.0,1,0.0,18,25.0
The Impossible Creatures,5,0.54,6.39,0.4,17,6.800000000000001,117,266.0
Ledger Hackathon Summer 2021,1,0.11,1.15,0.0,1,0.0,49,87.0
MURI by Haus,7,0.76,0.14,0.8,14,11.200000000000001,6302,10000.0
XOLO Keys,7,0.76,700.0,0.2,7,1.4000000000000001,4386,1.0
Villagers of XOLO,3,0.32,0.18,0.09,24,2.16,4921,13230.0
Mythia: Origins,6,0.65,0.8,0.19,8,1.52,600,1000.0
Sad Bots Genesis,2,0.22,0.19,0.02,6,0.12,1913,3090.0
Kishis Ninjas,1,0.11,0.06,0.045,1,0.045,343,1632.0
- TronWars -,9,0.97,0.14,0.06,12,0.72,4806,8888.0
HYPEBEARSCLUB.OFFICIAL,2,0.22,0.03,0.06,3,0.18,4677,9999.0
The Beeings,9,0.97,0.26,0.02,26,0.52,5461,10000.0
Shields,13,1.4,0.8,0.1,40,4.0,1561,5000.0
Killer GF,9,0.97,0.35,0.29,27,7.829999999999999,4064,7777.0
Doodle Apes Society (D.A.S),3,0.32,0.12,0.0,3,0.0,1189,2501.0
Doge Pound Christmas,4,0.43,0.14,0.01,6,0.06,2414,4186.0
Deez Christmas Nuts (Official),2,0.22,0.07,0.06,2,0.12,1233,2749.0
The Labyrinth NFT,2,0.22,0.3,0.02,3,0.06,780,993.0
NobiToadz,5,0.54,6.98,0.0,279,0.0,828,3998.0
Players Only (Official),2,0.22,0.09,0.01,4,0.04,1726,4456.0
Winter Apes NFT,1,0.11,0.14,0.01,2,0.02,506,1443.0
Emoji Keys,4,0.43,0.42,0.01,42,0.42,1384,10000.0
Legends of Wondermist,29,3.13,547.83,0.01,252,2.52,397,46.0
Whales.Game,3,0.32,0.03,0.0,7,0.0,3665,26511.0
The Vampire Game - Legacy,2,0.22,0.16,0.06,3,0.18,658,1822.0
JavaJelly,1,0.11,0.07,0.0,2,0.0,644,3075.0
Sherbet NFTs,3,0.32,0.06,0.06,5,0.3,3570,7777.0
JRNY CLUB OFFICIAL,10,1.08,0.16,1.2,16,19.2,6392,10000.0
Legend Maps: Founder Maps,9,0.97,0.26,0.17,15,2.5500000000000003,1721,5757.0
Genetic Chain - Ikebana,2,0.22,0.16,0.01,2,0.02,1097,1213.0
Deera,1,0.11,1.0,0.26,1,0.26,75,100.0
Token Titties ( . Y . ),1,0.11,0.4,0.0,1,0.0,88,251.0
Stringify(door),4,0.43,0.12,0.0,9,0.0,3331,7500.0
Game Disease,5,0.54,0.62,0.07,40,2.8000000000000003,1883,6422.0
Awakened - MultiPass,2,0.22,0.06,0.04,3,0.12,2065,4889.0
Monster Satoshibles,2,0.22,0.14,0.06,3,0.18,513,2186.0
TEGSNFT,1,0.11,0.16,0.0,3,0.0,682,1902.0
Women and Weapons,21,2.27,0.89,0.2,89,17.8,5773,10000.0
Genetic Chain - Founders Pass,6,0.65,0.59,0.14,6,0.8400000000000001,571,1014.0
Zombie Penguins,1,0.11,0.02,0.0,1,0.0,934,5834.0
ShogunSamurais,2,0.22,0.05,0.01,4,0.04,2842,7470.0
EGS Founding Fathers (gen 1),1,0.11,0.28,0.04,1,0.04,205,356.0
Metaminds,2,0.22,0.19,0.01,3,0.03,579,1600.0
GaiaEliteClub,1,0.11,0.06,0.04,2,0.08,1387,3549.0
BarrelFi Genesis Vintage: Striped Pig Pixie Collection,2,0.22,2.65,0.111,3,0.333,43,113.0
At The Cusp,1,0.11,20.0,0.04,1,0.04,144,5.0
Deez Nuts (Official Nuts),3,0.32,0.08,0.24,8,1.92,2070,10000.0
Spiral Frequencies,11,1.19,0.41,0.07,26,1.8200000000000003,3198,6315.0
The Goobers,3,0.32,0.06,0.1,9,0.9,4687,14554.0
0xVampire Project,4,0.43,0.07,0.0,7,0.0,4408,9861.0
BLU Blox,9,0.97,0.19,0.0,19,0.0,3743,10000.0
Frogs In Disguise,2,0.22,0.05,0.0,5,0.0,3243,10005.0
Crypto Alien Punk v1,2,0.22,0.1,0.0,10,0.0,1208,10000.0
Space Dinos Club,1,0.11,0.01,0.02,1,0.02,3929,9521.0
DEMIGODS OF THE AKKI METAVERSE,1,0.11,1.61,2.0,1,2.0,44,62.0
Invisible Man NFT,1,0.11,0.06,0.0,2,0.0,1162,3500.0
Duckpics,1,0.11,0.99,0.0,1,0.0,34,101.0
Flowtys,9,0.97,0.2,0.04,20,0.8,3753,10000.0
Lysergic Labs Shroomz,2,0.22,0.06,0.0,5,0.0,3163,8590.0
CryptoCyberPunkz,1,0.11,0.43,0.02,2,0.04,152,466.0
Doge Pound Puppies,5,0.54,0.07,0.11,6,0.66,4749,8291.0
AfroDroids By Owo,4,0.43,0.27,0.01,33,0.33,3644,12115.0
Mighty Manateez,8,0.86,0.38,0.01,38,0.38,2492,10000.0
FUR BRAWLS - Dark Bunnies,4,0.43,0.2,0.01,9,0.09,1740,4394.0
FUR BRAWLS - Light Bunnies,3,0.32,0.27,0.01,12,0.12,1722,4448.0
CyberPunkA12,3,0.32,0.36,0.0,12,0.0,826,3367.0
Party Bones,2,0.22,0.06,0.01,3,0.03,418,5440.0
Gauntlets,8,0.86,0.15,0.07,15,1.05,3758,10000.0
SpacePunksClub,3,0.32,0.03,0.05,3,0.15000000000000002,4390,9995.0
Evaverse Turtle Troop,5,0.54,1.16,0.06,58,3.48,1732,5000.0
Cybermon Official,2,0.22,0.32,0.04,3,0.12,339,927.0
Evaverse,10,1.08,0.2,0.31,20,6.2,2986,10000.0
The Doge Pound,8,0.86,0.11,0.69,11,7.59,5536,10000.0
Sewer Rat Social Club,6,0.65,0.29,0.02,26,0.52,2367,8888.0
Blockchain Art Institute,5,0.54,0.07,0.02,6,0.12,755,8893.0
FOREVERLANDS Explorer,3,0.32,300.0,0.08,3,0.24,683,1.0
FOREVERLANDS Early Supporter,3,0.32,300.0,0.15,3,0.44999999999999996,682,1.0
Radical Captures,1,0.11,50.0,0.69,1,0.69,26,2.0
CryptoCosplay,3,0.32,4.84,0.25,3,0.75,114,62.0
Asemica by Emily Edelman - Dima Ofman - Andrew Badr,12,1.29,2.65,0.24,26,6.24,579,980.0
StrangeAttractors,8,0.86,4.18,0.08,22,1.76,292,526.0
Artifacts by Cryptoforma,1,0.11,3.12,0.175,3,0.5249999999999999,16,96.0
Art by Suski,1,0.11,4.17,0.006,2,0.012,5,48.0
VeeCon  Tickets,68,7.34,1.21,1.61,124,199.64000000000001,5580,10247.0
Handjabs Collection,2,0.22,0.34,0.04,2,0.08,225,594.0
HOPPERS,2,0.22,2.5,1.65,3,4.949999999999999,75,120.0
Trippy Toadz NFT,4,0.43,0.06,0.17,4,0.68,3613,6969.0
Snoop Dogg on Sound XYZ,10,1.08,3.2,0.28,32,8.96,647,1000.0
SuperToys,1,0.11,2.5,0.2,1,0.2,38,40.0
Imps by SuperNfty,9,0.97,0.15,0.03,15,0.44999999999999996,4110,10000.0
Flowers by RVig,33,3.56,1.59,0.1,98,9.8,3058,6158.0
Metamind,2,0.22,1.05,0.06,12,0.72,546,1146.0
GalacticMonkes,5,0.54,0.25,0.01,23,0.23,2417,9156.0
Alfa Pass,9,0.97,0.44,0.23,11,2.5300000000000002,1866,2499.0
experimentfailurecontractredeployed,1,0.11,0.53,1.0,1,1.0,469,189.0
Bubble Budz (V2 Collection),1,0.11,0.1,0.0,5,0.0,1356,5022.0
Floor App Gen 2,13,1.4,3.39,0.29,34,9.86,693,1003.0
Nifty League Launch Comics,8,0.86,400.0,0.01,24,0.24,3380,6.0
The Club721,7,0.76,0.51,0.15,10,1.5,1747,1961.0
GalacticApes,9,0.97,0.38,0.05,38,1.9000000000000001,3700,9998.0
Standametti,6,0.65,0.25,0.02,11,0.22,1795,4331.0
Deep Space Explorer,1,0.11,0.04,0.01,1,0.01,831,2825.0
AmbieNFT,1,0.11,2.0,0.79,1,0.79,31,50.0
StickyNFT V3,1,0.11,1.14,0.03,1,0.03,51,88.0
Once Upon A Time Project,4,0.43,0.29,0.0,14,0.0,1104,4903.0
Loot Items (for Adventurers),4,0.43,3.85,0.01,32,0.32,64,832.0
Loot (for Cyberpunks),8,0.86,0.46,0.01,14,0.14,1210,3011.0
Loot Weapon,5,0.54,1.09,0.02,27,0.54,594,2486.0
Name (for Adventurers),5,0.54,0.74,0.04,7,0.28,507,947.0
cLoot (for Chinese Adventurers),17,1.83,1.06,0.0,26,0.0,1201,2454.0
Extension Loot (for Adventurers),10,1.08,0.15,0.01,12,0.12,2208,7779.0
Baby Combat Bots G1,3,0.32,0.4,0.02,14,0.28,1383,3498.0
Neutron (simple),2,0.22,9.09,0.07,2,0.14,17,22.0
StickyNFT V2,2,0.22,3.85,0.05,4,0.2,47,104.0
Tools Of Rock,14,1.51,0.35,0.03,26,0.78,2236,7388.0
GOOP TROOP,26,2.8,1.03,0.05,103,5.15,2304,10000.0
Bored Ape Seeks Yacht Club #0,10,1.08,1.1,0.0,62,0.0,1247,5636.0
AlphaBetty Doodles,16,1.73,0.5,0.02,50,1.0,3533,10000.0
MissCryptoClub,1,0.11,0.06,0.02,2,0.04,1268,3144.0
Perpetual Petals,2,0.22,1.72,0.2,2,0.4,56,116.0
Spookies NFT,4,0.43,0.16,0.01,14,0.14,2661,8888.0
Buzzed Bear Hideout,3,0.32,0.12,0.02,12,0.24,2663,9999.0
Bullies NFT,1,0.11,1.12,0.0,2,0.0,137,179.0
Chaos Algorithm,1,0.11,0.12,0.01,1,0.01,333,825.0
Ethermore,14,1.51,0.89,0.01,134,1.34,2864,15000.0
PXIN GXNG,14,1.51,245.45,0.16,162,25.92,722,66.0
Borrowed Pixels,1,0.11,0.4,0.01,2,0.02,238,500.0
Bitbones,3,0.32,0.6,0.09,6,0.54,501,1000.0
Emblem Vault [Ethereum],15,1.62,0.3,0.02,76,1.52,5456,25322.0
Gutter Punks - Impostors,17,1.83,0.53,0.6,53,31.799999999999997,6017,10000.0
Impostors Genesis Aliens,17,1.83,0.51,1.95,53,103.35,6032,10420.0
KGP NFT Photobooks,8,0.86,5.53,0.1,12,1.2000000000000002,152,217.0
Scrubby Ape Artwork,3,0.32,0.45,0.0,17,0.0,378,3761.0
OctaCats,2,0.22,0.38,0.0,30,0.0,627,8000.0
Frosties NFT,5,0.54,0.25,0.0,22,0.0,2128,8888.0
PokeApe,1,0.11,1.08,0.0099,3,0.029700000000000004,163,278.0
Coodles,6,0.65,0.12,0.01,11,0.11,4747,8888.0
The Moose Society,1,0.11,0.14,0.01,5,0.05,906,3545.0
DERABBADOOS,1,0.11,0.08,0.01,2,0.02,1204,2551.0
Paradise Trippies,4,0.43,0.06,0.03,6,0.18,1870,10000.0
555 - Hunter Orrell,7,0.76,1.26,0.4,7,2.8000000000000003,449,555.0
Neo Tokyo Part 3 Item Caches,1,0.11,0.04,1.44,1,1.44,342,2495.0
Baby Ghosts,2,0.22,0.32,0.02,32,0.64,3998,10000.0
Neo Tokyo Part 2 Vault Cards,1,0.11,0.04,2.69,1,2.69,392,2500.0
Ethernals Universe,1,0.11,0.04,0.01,1,0.01,1036,2304.0
The Ninja Hideout,4,0.43,0.07,0.01,6,0.06,3448,8888.0
